tweet,date,weekStarting
Head to #Haus56 @EDC_LasVegas! Grab an ice cold shot of Jäger and let your inner spirit animal run wild. ? #EDCNY,2016-05-14,2016-05-08
@JW_Gallo @jtrain56 hope y'all had a rocking time with us at Vandal ?? Jäger-Tee,2016-05-15,2016-05-15
@barefootpoet107 we'll make sure never to mess with a fierce animal like yourself ? Jäger-Tee,2016-05-15,2016-05-15
Ready for Day 2 of @NewyorkEdc !? Our spirit animals sure are! Stop by our #Haus56 to keep the party going?,2016-05-15,2016-05-15
"Need an artsy addition to your wardrobe?Craft a head crown or bracelet w/ your own ""spice"" at our Haus @NewyorkEdc ?",2016-05-15,2016-05-15
@DJJaySTaRR @LiveNation thanks Jay! We'll keep our fingers crossed for ya ??Jäger-Tee,2016-05-15,2016-05-15
Strike a pose in our #Haus56 and cool down after with an ice cold shot of Jäger??? #EDCNY,2016-05-15,2016-05-15
@bhuppichadar @ERFedida @likemike @laurenzup @HuffPostEnt @dimitrivegas @insomniacevents thanks Ethan! Hope you had a rocking time ??,2016-05-15,2016-05-15
@Miranda_Frobish we've always got your back Miranda ??Jäger-Tee,2016-05-16,2016-05-15
There's no place like @EDC_LasVegas. Shout out to @chrislake for partying with us at Jägers #Haus56. #MusicMonday,2016-05-16,2016-05-15
"Discover exclusive playlists, recipes, and more. Find a stag, any stag, and Shazam it with your camera.",2016-05-17,2016-05-15
@wozfamily00 you sure got that right! - Jäger John,2016-05-18,2016-05-15
Kick off the night with all the right ingredients.,2016-05-18,2016-05-15
@eurocoolkid We apologize for your experience.  Please email jagerinfo@sidneyfrank.com with your information so that we may contact you.,2016-05-19,2016-05-15
@jilo_ai sounds like a game plan! - Jäger John,2016-05-19,2016-05-15
This is what over 80 years of perfection looks like.,2016-05-19,2016-05-15
It's about that time.,2016-05-20,2016-05-15
@shepvegas @AndyStumps @FoxwoodsCT @LakeofIsles honored to be apart of the celebration this weekend! Have a great time! ? Jager-Alex,2016-05-20,2016-05-15
If you're ever on a first date and the person orders Jägermeister — marry her.,2016-05-20,2016-05-15
Jägermeister is in it to win it. Stop by our tent for craft cocktails or an ice cold shot #Preakness2016 ?,2016-05-21,2016-05-15
Tomorrow we're off to the races for #Preakness2016 with all the right ingredients - rain or shine!?,2016-05-21,2016-05-15
"As a proud sponsor of Preakness over the past 6 years, we're serving ice-cold shots all day long. #Preakness2016",2016-05-21,2016-05-15
Party doesn't start until the stag walks in.,2016-05-21,2016-05-15
On your marks. Get set. Grab a shot of Jägermeister at #Preakness2016 ?? or ??,2016-05-21,2016-05-15
"Whether you shoot it, sip it, or slam it —always #drinkresponsibly.",2016-05-22,2016-05-22
A true master  of his/her craft: congrats Baron Stelling of @ParagarysMidtwn for winning this year's #StaroftheBar?,2016-05-22,2016-05-22
"Hey Jäger fans, try this one at home ? Cheers Baron Stelling for the winning recipe! #NRAShow2016 #StaroftheBar",2016-05-22,2016-05-22
Tenzin Samdo (@bostonmixdrink) has got some major skills behind the bar. This competition's heatin up! #NRAShow2016,2016-05-22,2016-05-22
What do you get when you mix 6 master bartenders and Jägermeister? Stay tuned and find out ? #StaroftheBar #NRAShow,2016-05-22,2016-05-22
@MattyFLES we're loving that smile + your cocktails from this year's #StaroftheBar competition. Good luck! #NRAShow,2016-05-22,2016-05-22
6 master bartenders are battling it out to be crowned 2016's #StaroftheBar. ? #SkillsThatMatter #NRAShow2016,2016-05-22,2016-05-22
56 ingredients. 383 quality checks. Always keeping it ?,2016-05-23,2016-05-22
Is happiness an empty shot glass or a full one? Ponder that one my friend.,2016-05-23,2016-05-22
@UrbanZubr It represents placing the phones down to pick up the shots! (But we see your point!) - Jäger John,2016-05-24,2016-05-22
Unplug. Connect with friends. #Jagermeister,2016-05-24,2016-05-22
"Eat, sleep, stag, repeat.",2016-05-24,2016-05-22
@alanswaggoner @the_only_smanx yeah unplug! - Jäger John,2016-05-24,2016-05-22
@JustinKammler12 we hope you had an awesome time at our tent this weekend Justin! ?? Jager-Alex,2016-05-25,2016-05-22
"@anidiotsliquor it is delicious, isn't it? ? Jager-Alex",2016-05-25,2016-05-22
@DJJaySTaRR the winner will be officially announced around the end of next week! Jager-Alex,2016-05-25,2016-05-22
@miked121976 we ? you! Jager-Alex,2016-05-25,2016-05-22
@Nguyen_ning gorgeous piece ? Jager-Alex,2016-05-25,2016-05-22
Epic nights come from legendary bottles.,2016-05-25,2016-05-22
Is the spirit of the stag in you? #Jagermeister @deboraonthemoon,2016-05-25,2016-05-22
@ssebi10 so happy to hear that you loved the cocktail we served at #edcny that much! Enjoy Sebastian! Jager-Alex,2016-05-25,2016-05-22
We think Jägermeister wins this face off ? #winning,2016-05-25,2016-05-22
@chilledmagazine we see what you did there ? #JagerIceCold is always the way to go! Jäger-Tee,2016-05-26,2016-05-22
Let the festivities begin #ThirstyThursday,2016-05-26,2016-05-22
"@_AllTerrain you said it best? A big slide,face-painting and ice cold shots! Stop by our #Haus56 any time this festival season! Jäger-Tee",2016-05-26,2016-05-22
Thanks Don! All hail the Haus of Jägermeister,2016-05-26,2016-05-22
There's no shame in starting your weekend off  early. #ThirstyThursday,2016-05-26,2016-05-22
#ThirstyThursday ?,2016-05-26,2016-05-22
"@quenchagency Make sure to stop by our #Haus56 this festival season! We've got ice-cold shots, face-painting and even a slide! #EDCLV??",2016-05-26,2016-05-22
@GCPete that's what we're here for - Cheers! Jäger-Tee,2016-05-26,2016-05-22
@rickmonroe lovin the flip flops! Just in time for the summer ?????? Jäger-Tee,2016-05-26,2016-05-22
Have no fear. The weekend is here.,2016-05-27,2016-05-22
It’s about to be the start of an amazing weekend. #Jagermeister,2016-05-27,2016-05-22
Put your hands together for a three day weekend. #Jagermeister,2016-05-28,2016-05-22
"Good company, good drinks, good times. #Jagermeister #SundayFunday",2016-05-29,2016-05-29
Let the fun last all night. #enjoyresponsibly,2016-05-29,2016-05-29
Step aside. This is a job for Jägermeister.,2016-05-29,2016-05-29
Only premium ingredients go into this premium drink.,2016-05-30,2016-05-29
"Barbecue or picnic, don’t forget the Jägermeister. #longweekend",2016-05-30,2016-05-29
Nothing better than some fresh air with a little bit of Jägermeister.,2016-05-31,2016-05-29
@TomVerstraeten Sounds like a great way to enjoy soccer! GOOOOOALLLL! Jäger-Tee,2016-05-31,2016-05-29
"@AlliasDR And the award for the best face in hole goes to....our man, David! Hope you had an awesome weekend bbq-ing in that apron!Jäger-Tee",2016-05-31,2016-05-29
@GamehausMcAllen A game with us involved? Now that sounds like the bar to be at ;) Jäger-Tee,2016-05-31,2016-05-29
@ogoL_sbop That's what our tap machines are for though ;) Jäger-Tee,2016-05-31,2016-05-29
The party doesn’t start until the Jägermeister flows.,2016-05-31,2016-05-29
"@MaryssaRenae Visit us at our #Haus56 for face-painting, jewelry-making, craft cocktails! The party w/ the antlers ;) see you there! Jäger",2016-05-31,2016-05-29
@OfficialMoscow ? we are honored! ? Jager-Alex,2016-05-31,2016-05-29
@DJJaySTaRR @LiveNation So close yet so far! #Goodluck Jäger-Tee,2016-05-31,2016-05-29
"Our recipe is a secret, but our taste is well-known. #Jagermeister",2016-06-01,2016-05-29
Line up for the perfect shot!,2016-06-01,2016-05-29
This is it. All eyes on you. Take your shot. #finals #playoffs,2016-06-02,2016-05-29
Is this heat getting to you? ??Check out @BeautyandEssex 's video for the perfect summer cocktail to help stay cool:,2016-06-02,2016-05-29
@Nguyen_ning Congratulations! We are happy to be a part of your celebration ?? Jager-Alex,2016-06-03,2016-05-29
Friends don't let friends miss #happyhour,2016-06-03,2016-05-29
Sweet dreams are made of Jägermeister and doughnuts. #NationalDonutDay,2016-06-03,2016-05-29
"Jägermeister's getting ready for #EDCLV, are you? Unleash your wild side by taking our spirit animal quiz below!",2016-06-04,2016-05-29
Follow your heart. Sometimes it leads to Jägermeister and that's ok.,2016-06-05,2016-06-05
Today seems like the perfect day to take off. #FerrisBuellersDayOff,2016-06-05,2016-06-05
Keep your friends close and your shot glasses closer #Jagermeister,2016-06-05,2016-06-05
"@JagermeisterUSA This promotion is in no way sponsored, endorsed or administered by, or associated with Twitter.",2016-06-06,2016-06-05
@DJJaySTaRR A winner for this sweepstakes has been chosen and notified. Jager-Alex,2016-06-06,2016-06-05
"@JagermeisterUSA See Official Rules. Sponsor is Sidney Frank Importing Co., Inc.",2016-06-06,2016-06-05
@ScumbagFlea the feeling is mutual ? Jager-Alex,2016-06-06,2016-06-05
Check out @djfenixofficial showing off his custom Jägermeister bottle. #musicmonday,2016-06-06,2016-06-05
"@JagermeisterUSA NO PURCHASE NECESSARY. Legal U.S. residents, 21+. Void where prohibited by law. Ends at 11:59PM PT on 6/30/16.",2016-06-06,2016-06-05
@DJW0232 sounds like the recipe for an amazing night! Hope you had a great time. Jager-Alex,2016-06-06,2016-06-05
"@raequaza Raevon, has anyone told you how awesome you are lately?CHEERS! Jäger-Tee",2016-06-07,2016-06-05
Discover a world of music. Shazam the stag and find out. ? : Never Touch the Ground by @Gazzo ft. @iluvyluv,2016-06-07,2016-06-05
@VintageViking1 @Rednexrocker A Rhesus Monkey and a mountain lion? Interesting friendship right there... Jäger-Tee,2016-06-07,2016-06-05
@SprungMusic @MonsterEnergy @CedarSt @MAKaspar @EricRaines1 the best feeling - hope it went from good to a GREAT night with us! Jäger-Tee,2016-06-07,2016-06-05
@Hammond115James Thanks for sharing Jake! What're your friends - are they hawks too? Let's find out!,2016-06-07,2016-06-05
"@levongodfrey @SanJoseSharks @NHL Don't hate the game, hate the playa ;) Jäger-Tee",2016-06-07,2016-06-05
@DJJaySTaRR @HARDFEST We're cheering for you Jay! Good Luck! Jäger-Tee,2016-06-07,2016-06-05
@mikecoppens Now that's one way we've never seen our shot glasses used! Props to you Mike for the innovation ;) Cheers! Jäger-Tee,2016-06-07,2016-06-05
#HappyHour is calling. You going to answer?,2016-06-07,2016-06-05
@JIreland80 Now that's like a true fan Jeremy! Way to answer the call ;) Cheers! Jäger-Tee,2016-06-07,2016-06-05
@D3R7RED now that's a day we're ALL waiting for ;) Jäger-Tee,2016-06-07,2016-06-05
@MaryssaRenae @DPDragon our slide is one of many exciting adventures our spirit animals can unleash on. See you at #Haus56! ? can't wait!,2016-06-07,2016-06-05
"There's one extra ingredient that pulls all 56 together. He goes by the name ""Master Distiller"".",2016-06-07,2016-06-05
#HappyHour is here. Spread the joy with some Jägermeister and friends. #NationalBestFriendsDay,2016-06-08,2016-06-05
"Grab a friend, an ice cold shot of Jägermeister, and celebrate. #NationalBestFriendsDay",2016-06-08,2016-06-05
Definitely adding this cover of Daylight by @gazzo ft. @sugarwhiskey_ to our summer playlist ??,2016-06-08,2016-06-05
Thursdays are the Christmas Eve of the weekend. A shot of Jägermeister is an early present. #ThirstyThursday,2016-06-09,2016-06-05
Hear the sweet sound of Jäger launching #Haus56 at @EDC_LasVegas. Come party with us at KineticFIELD. #EDCLV #EDC20,2016-06-09,2016-06-05
What's #NationalIcedTeaDay without a Hunter's Tea Long Drink. #JagerSummer,2016-06-10,2016-06-05
Jagertip #56: Never decline an invitation to #HappyHour. It's just bad manners.,2016-06-10,2016-06-05
@JagermeisterUSA 1.5 fl oz Jäger; 0.8oz fresh lemon juice; 0.8oz black tea; 0.4oz maple syrup; 1tsp orange marmalade; Orange zest to garnish,2016-06-10,2016-06-05
Might as well call today National Jägermeister Day. #NationalHerbsandSpicesDay #HerbsAndSpicesDay,2016-06-10,2016-06-05
"Every bottle of #Jägermeister isn't a matter of chance, but the result of 383 quality checks.",2016-06-11,2016-06-05
"Every shot of #Jägermeister is aged for a year, yet celebrated within seconds.",2016-06-12,2016-06-12
Who says Sunday can’t be a fun day? #JagerSummer,2016-06-12,2016-06-12
"When you and your crew are celebrating a particularly epic #JagerSummer moment, snap a photo and share it.",2016-06-13,2016-06-12
This weekend stop by #Haus56 to get your fill of craft cocktails at @EDC_LasVegas. #EDC20,2016-06-13,2016-06-12
Get a sneak preview of what's to come this weekend at #EDC20. #MusicMonday,2016-06-13,2016-06-12
@collinscottm that's a beautiful collection you got there Collin ? Jager-Alex,2016-06-14,2016-06-12
@Shadowboxer50 We have a lot of delicious cocktail recipes on our website that you should try!,2016-06-14,2016-06-12
Every holiday deserves a celebration. #FlagDay,2016-06-14,2016-06-12
@BasedMatt__ the feeling is mutual ? Jager-Alex,2016-06-14,2016-06-12
Do you know what you have in common with #Jagermeister? You both have good taste.,2016-06-15,2016-06-12
Game changer. #Gaming,2016-06-15,2016-06-12
"Our recipe — unaltered, unchanged, and untouched for over 80 years.",2016-06-15,2016-06-12
Take your shot. Make a splash. Crash a pool party. Share your #JagerSummer moment with us!,2016-06-16,2016-06-12
The early bird gets the #Jagermeister. #ThirstyThursday,2016-06-16,2016-06-12
@DanceTheory hope to see you at our #Haus56! ?? Jager-Alex,2016-06-16,2016-06-12
@MaryssaRenae The perfect choice for your trip! Will we see you at our #Haus56? ? Jager-Alex,2016-06-16,2016-06-12
Take your shot on the green. #Oakmont #golf,2016-06-16,2016-06-12
Getting ready for round 2 tonight at #Haus56 at @EDC_LasVegas! Tag the crew you wish you could make head crowns w/,2016-06-18,2016-06-12
The spirit of the stag is running wild this weekend in our #Haus56 at @EDC_LasVegas #EDC20 #JagerSummer,2016-06-18,2016-06-12
Nothing better than beats bumping and adrenaline pumping @EDC_LasVegas!Ready for round 2 tonight #EDC20 #JagerSummer,2016-06-18,2016-06-12
"Ice cold shots, cocktails,and DJs come together under one roof made of antlers at @EDC_LasVegas! #EDC20 #JagerSummer",2016-06-18,2016-06-12
"Like father, like son. #FathersDay",2016-06-19,2016-06-19
Don’t you wish you were partying with the stag at #Haus56? Tag your squad and let them know the FOMO is real! #EDC20,2016-06-19,2016-06-19
@wackattack69 @EDC_LasVegas We'll miss you Jamie! Maybe next time? Grab an ice-cold shot this weekend &amp; enjoy a good time w/ friends instead,2016-06-19,2016-06-19
Last night was one for the books! Who wishes they could join us tonight for Round 3 in our #Haus56 at @EDC_LasVegas?,2016-06-19,2016-06-19
Memories can't be bought but they can be shared! Especially ones made in our #Haus56 at @EDC_LasVegas this weekend,2016-06-19,2016-06-19
@themiller5150 @EDC_LasVegas That looks amazing! Glad we could make a few memories together this weekend ;) Jäger-Tee,2016-06-19,2016-06-19
@ONLYUSEmeBLADE or until the next one... - Jäger John,2016-06-20,2016-06-19
There’s only 1 way to celebrate the last night of @EDC_LasVegas - Raise a glass w/ an ice-cold shot of Jäger #EDC20,2016-06-20,2016-06-19
It's the #FirstDayOfSummer ! Share how you plan on making it a #JagerSummer,2016-06-20,2016-06-19
Great minds drink alike.,2016-06-20,2016-06-19
Anything's possible Under the Electric Sky. Here’s to our last night of @EDC_LasVegas &amp; #Haus56 ?#EDC20 #JagerSummer,2016-06-20,2016-06-19
Our spirit animals are in good spirits on the last night of @EDC_LasVegas!  Where are you? #EDC20 #JagerSummer,2016-06-20,2016-06-19
@DW_Reno don't deny what your heart really wants ? Jager-Alex,2016-06-20,2016-06-19
@_katerecupero enjoy Mexico! - Jäger John,2016-06-20,2016-06-19
It's about to be lit under the electric sky on the last night of @EDC_LasVegas! Who wishes they were here? #EDC20,2016-06-20,2016-06-19
"56 hand selected herbs, blossoms, roots and fruits come together to create the perfect shot.",2016-06-20,2016-06-19
@wozfamily00 that's exactly what we like to think ? Jager-Alex,2016-06-20,2016-06-19
The last night at @EDC_LasVegas  calls for celebration. Share your party pics with us! #JagerSummer #EDC20,2016-06-20,2016-06-19
RT @decadon: Thank you @JagermeisterUSA for everything this weekend. Such an epic way to experience EDC! #Haus56,2016-06-20,2016-06-19
We can officially say @EDC_LasVegas went out w/ a bang! Cheers to all who partied at #Haus56 ?  #EDC20 #JagerSummer,2016-06-20,2016-06-19
@YvesYentaXO ? you should change that right now! Jager-Ale.,2016-06-20,2016-06-19
@WomenofEDM glad you had an amazing time with us! ?? Jager-Alex,2016-06-20,2016-06-19
@J_Stoli a beautiful decoration to show off what great taste you have ? Jager-Alex,2016-06-21,2016-06-19
RT if #HappyHour keeps you sane during the week.,2016-06-21,2016-06-19
@Mr_JBoz A very unhappy and thirsty man ? Jäger-Tee,2016-06-21,2016-06-19
"Ready, aim, Shazam. Get an all-access pass to some of the summer's biggest events.",2016-06-21,2016-06-19
It's all fun and games until you miss #HappyHour.,2016-06-22,2016-06-19
@chefhell download the Shazam app and scan any image of the Stag for exclusive content! Jager-Alex,2016-06-22,2016-06-19
Jägermeister:  ? Sunset:  ? Epic summer:  ? Share your #JagerSummer moment,2016-06-22,2016-06-19
@MaryssaRenae Great shot Maryssa! We're so happy to be a part of your favorite @EDC_LasVegas memory ?? Jager-Alex,2016-06-22,2016-06-19
@alligatorarms ? amazing shot Keith! Ice cold is the perfect way to enjoy Jägermeister. Jager-Alex,2016-06-22,2016-06-19
@GoooseLaysLow we are honored to be a part of your special day! Happy Birthday! ? Jager-Alex,2016-06-23,2016-06-19
@katdotcomm can't wait to see you at our #Haus56! ?? Jager-Alex,2016-06-23,2016-06-19
It's #HappyHour. Let your stag run free.,2016-06-23,2016-06-19
A shot this good is #1 in any draft. #DraftDay,2016-06-23,2016-06-19
Looks like the table has turned #Haus56 #ProudStag,2016-06-24,2016-06-19
@rh29585 ? looks like a great set up Ron! Enjoy the ice cold Jager shots that are in your future. Jager-Alex,2016-06-24,2016-06-19
it’s not a race against the clock. Take your time and #DrinkResponsibly,2016-06-24,2016-06-19
"#DrinkResponsibly, dance recklessly.",2016-06-24,2016-06-19
"When life gives you Jägermeister, drink it.",2016-06-25,2016-06-19
Is it getting hot in here or is it just summer? #NSFW #Jagermeister #JagerSummer,2016-06-25,2016-06-19
Great drinks require great responsibility. #drinkresponsibly,2016-06-26,2016-06-26
365 days. 383 quality checks. One legendary secret recipe.,2016-06-26,2016-06-26
@chefhell oh no! Can you tell us if you received an error message? Be sure to Shazam the circle Stag logo in bright lighting. Jager-Alex,2016-06-27,2016-06-26
@albertobotelho1 Sorry Alberto! This watch is not available at this time ? Jager-Alex,2016-06-27,2016-06-26
@cccdwc69 great collection you have there Charles! Always enjoying Jägermeister in style ? Jager-Alex,2016-06-27,2016-06-26
@ThaRealJayKash ?? Jager-Alex,2016-06-27,2016-06-26
@NaziCocaine unfortunately this watch is not available at this time ? Sorry Cam! Jager-Alex,2016-06-27,2016-06-26
@WhiteSageBeauty great decision Manda ?? Jager-Alex,2016-06-27,2016-06-26
Things are looking up from here. #Jagermeister,2016-06-27,2016-06-26
The cure for the Mondays? #HappyHour.,2016-06-27,2016-06-26
@jroystermaggot #facts ? Jager-Alex,2016-06-27,2016-06-26
@TheOnlyDK AKA the BEST kind of weekend ? Hope you had a good one! Jager-Alex,2016-06-27,2016-06-26
@skau61 we like you too ? Jager-Alex,2016-06-28,2016-06-26
"Some call it #HappyHour, we just call it Jägermeister hour.",2016-06-28,2016-06-26
56 ingredients Come together in perfect harmony.,2016-06-28,2016-06-26
@Clamomatic the feeling is 100% mutual ? Jager-Alex,2016-06-29,2016-06-26
@A5toA2 we agree ? Jager-Alex,2016-06-29,2016-06-26
Be bold. Be brave. Be the one to bring the Jägermeister. Make it a #JagerSummer worth sharing.,2016-06-29,2016-06-26
Never thought we could have such beautiful art made out of our spices! ??browens_art's photo,2016-06-29,2016-06-26
The party just keeps going. #DrinkResponsibly,2016-06-29,2016-06-26
Once the Jägermeister is flowing,2016-06-29,2016-06-26
@GetMancaveApp hope you had a fantastic night ?? Jager-Alex,2016-06-29,2016-06-26
You are getting VERY thirsty. #ThirstyThursday,2016-06-30,2016-06-26
@N8sobes1216 we like to think so ? Jager-Alex,2016-06-30,2016-06-26
@wesrye80 Cheers William to being that guy and share with us your #JagerSummer moment ;) Jäger-Tee,2016-06-30,2016-06-26
"@ChadwickFurr This is perfect, you are clearly ready for anything! - Jäger John",2016-03-09,2016-03-06
A history of the mystery. Learn about our past and try out these craft cocktail recipes:,2016-03-09,2016-03-06
I spy an expertly crafted shot… #Jagermeister,2016-03-09,2016-03-06
"Just two stags on the town, waiting to hail a cab. #Jagermeister #DrinkResponsibly",2016-03-10,2016-03-06
@barneyyyy1 Happy Birthday!!! Hope we helped make your day extra special! ??? Jager-Alex,2016-03-10,2016-03-06
A special surprise in the cooler. #Jagermeister,2016-03-11,2016-03-06
"@LittleBJ8, It is a pretty sweet birthday gift! - Jäger John",2016-03-11,2016-03-06
@NickCote95 sounds like a fun Spring Break! Enjoy the sunny weather and an ice-cold one from us ;) Jager-Tee,2016-03-11,2016-03-06
Fresh from the freezer. #Jagermeister,2016-03-12,2016-03-06
Announcing our #JagermeisterShotTourney! Follow along and tell us which Jägermeister shot is your favorite?,2016-03-13,2016-03-13
The unofficial sponsor of made up mathematical holidays everywhere. #Jagermeister #PiDay,2016-03-14,2016-03-13
@evilnut sounds delicious! - Jäger John,2016-03-14,2016-03-13
@djmixtheknight @Buygore @Borgore Sounds like a FANTASTIC time! - Jäger John,2016-03-15,2016-03-13
Over 80 years of exquisite taste on tap. #Jagermeister,2016-03-15,2016-03-13
@SeanStegrrrrr great choice! - Jäger John,2016-03-15,2016-03-13
RT @Andrew50Watt: Hanging with @RepublicRecords happy hour with @JagermeisterUSA #republicsx #boozingup,2016-03-16,2016-03-13
Best third roommate ever.,2016-03-16,2016-03-13
Did you really need another excuse to drink Jägermeister? #thankyoustpatty,2016-03-17,2016-03-13
RT @Andrew50Watt: Good times with my boy @MARCEBASSY at the @RepublicRecords happy hour with @JagermeisterUSA #republicsx #boozingup,2016-03-18,2016-03-13
Let the #JagermeisterShotTourney begin. The classic shot up against the Rudi. Tweet us your choice of shot.,2016-03-18,2016-03-13
"@davidwsapp @Andrew50Watt @MARCEBASSY @RepublicRecords sounds like an awesome way to start the weekend, Dave? Cheers! Jäger-Tee",2016-03-18,2016-03-13
RT @hudsonthames: Thanks @JagermeisterUSA &amp; @RepublicRecords for treatin the boys and I right ??,2016-03-18,2016-03-13
RT @TheMediaNanny: .@arty_music is happy with his customized @JagermeisterUSA bottle!,2016-03-18,2016-03-13
RT @RepublicRecords: Thx and ???? to our fam @JagermeisterUSA for the pre-party cocktail hour vibes at #RepublicSX,2016-03-18,2016-03-13
Jägermeister and EDM? Yes please. Check out this interview with @SandervanDoorn at #Ultra2016.,2016-03-18,2016-03-13
@CYLUSOfficial unfortunately these are not currently available ? sorry! Jager-Alex,2016-03-18,2016-03-13
RT @SandervanDoorn: Thanks @JagermeisterUSA for the custom made Sander van Doorn bottle!! Cheers ??,2016-03-18,2016-03-13
@FranklinN have an awesome night out tonight! CHEERS! #EnjoyResponsibly Jäger-Tee,2016-03-19,2016-03-13
@evilnut Great choice Tim! Enjoy an ice cold shot tonight - Cheers! Jäger-Tee,2016-03-19,2016-03-13
Our master mixologist at work: Willy Shine making magic happen at #Ultra2016 ???,2016-03-19,2016-03-13
We always keep our ear to the beat. Watch this interview with @jorisvoorn at #Ultra2016.,2016-03-19,2016-03-13
Watch Jägermeister’s Brand Meister Willy Shine interview @DubVisionMusic at #Ultra2016.,2016-03-20,2016-03-20
@_realtedbundy @SandervanDoorn looks good doesn't it!?? Check out all our recipes here:,2016-03-20,2016-03-20
Check out the custom cocktail our Brand Meister specifically created for @jackmaster at #Ultra2016,2016-03-21,2016-03-20
"Bonfire? Check. Jägermeister? Check. We missed you, Spring.",2016-03-21,2016-03-20
"@CusterCruisin That's right, star anise helps to give Jägermeister that extra special taste! - Jäger John",2016-03-22,2016-03-20
@thatzangieho @OhThomasss That's right Thomas! There's a little star anise in every drop of Jägermeister ;) Jäger-Tee,2016-03-22,2016-03-20
@kolbonthecob someone was a little quicker this time. But we’ll be doing these in the future so keep your thumbs ready ;) Jäger-Tee,2016-03-22,2016-03-20
"@GlitziMommy #starpower, we love that! (Star anise is 100% correct btw!) - Jäger John",2016-03-22,2016-03-20
You got it @TurnDown4Watt99 ! Star anise is part of what makes us taste like liquid gold ;) Jäger-Tee,2016-03-22,2016-03-20
That's right @rellehcim ! Anise gives us that star power ;) Jäger-Tee,2016-03-22,2016-03-20
That's right @StuntMan_29! There's a little star anise in every yum drop of Jägermeister ;) Jäger-Tee,2016-03-22,2016-03-20
"@DelusionalChron that's correct, there is a little star anise in every drop of Jägermeister! - Jäger John",2016-03-22,2016-03-20
Aww that's too sweet @Jamison_Saylor! We ? you too! Jäger-Tee,2016-03-22,2016-03-20
Spot on @kolbonthecob!  You definitely sound a true fan knowing such a powerful ingredient like that ;) Cheers! Jäger-Tee,2016-03-22,2016-03-20
You got it @swstargal1 ! Star anise is part of what makes Jägermeister taste like liquid gold ;) Jäger-Tee,2016-03-22,2016-03-20
Can you name the ingredient that gives Jägermeister its star power?,2016-03-22,2016-03-20
@K_JakeWarren Love the edits! But Sharing is caring! - Jäger John,2016-03-23,2016-03-20
RT @DubVisionMusic: Check out the cool interview we did with @JagermeisterUSA during #MMW2016 :,2016-03-23,2016-03-20
Three essentials for an effective hump day.,2016-03-23,2016-03-20
@Cycling_Viking congrats on the job well done tonight ???? hope you can celebrate this weekend with an ice cold one? Jäger-Tee,2016-03-24,2016-03-20
@swstargal1 someone was a little quicker this time. But we’ll be doing these in the future so keep your thumbs ready ?Jäger-Tee,2016-03-24,2016-03-20
@esmeh08 sounds like a Keeper - cheers to bae! ?? Jäger-Tee,2016-03-24,2016-03-20
"That's exactly what we were thinking, Hans. #TBT",2016-03-24,2016-03-20
RT @SandervanDoorn: Had a nice chat with @JagermeisterUSA at the @WSOBE in Miami last week! Check it out the video here:,2016-03-24,2016-03-20
"We're adding extra flavor to our #JagermeisterShotTourney. Chocolate or Vanilla, Tweet us your favorite!",2016-03-25,2016-03-20
Pour on the good times.,2016-03-25,2016-03-20
The star of the night.,2016-03-26,2016-03-20
"Well, this Easter egg hunt turned out great.",2016-03-27,2016-03-27
@matthmike you are correct! - Jäger John,2016-03-28,2016-03-27
"@FranklinN d'awwwww Franklin, that's not exactly the correct answer, but you get extra points for such a sweet guess! Jager-Alex",2016-03-28,2016-03-27
@dave911rsr it's actually cinnamon! But good guess. - Jäger John,2016-03-28,2016-03-27
@Brandon2075 your are correct and we are glad that you still love us even with the cinnamon! - Jäger John,2016-03-28,2016-03-27
@swstargal1 you must know your Jägermeister because you are correct! - Jäger John,2016-03-28,2016-03-27
@jms1762 hope you changed that this weekend ;) Cheers! Jäger-Tee,2016-03-28,2016-03-27
Featuring one of the most prominent components of Jägermeister's distinctive taste: Can you guess the ingredient?,2016-03-28,2016-03-27
@ONLYUSEmeBLADE Sure thing! Drop us a line at,2016-03-28,2016-03-27
A year to age. A moment to enjoy.,2016-03-29,2016-03-27
@sleepwalkerNY Jäger never goes bad? So enjoy an ice cold shot of that imported bottle this weekend to celebrate your discovery!? Jäger-Tee,2016-03-30,2016-03-27
