tweet,date,weekStarting
Tweet a photo of you with #SeagramsGin for a chance to be #PicOfTheWeek!,2014-12-07,2014-12-07
Here’s some day party #GINspiration. Cheers!,2014-12-13,2014-12-07
.@Love2LuvBee is getting tonight started with a delicious Twisted Tomfoolery. #LadiesOfSG,2014-12-13,2014-12-07
Brunch is calling. Answer it with a #SeagramsGin Pineapple Twist and get the recipe here:,2014-12-14,2014-12-14
Check out of the office and into your favorite bar for a #SeagramsGin Big Apple:,2014-12-16,2014-12-14
"After one sip of a #SeagramsGin Apple Of My Eye, you won't mind that it's Wednesday:",2014-12-17,2014-12-14
"When @official_flo met the #LadiesOfSG, there was only one thing to do: raise a toast! #ThrowbackThursday",2014-12-18,2014-12-14
December's #LadiesOfSG model @Love2Luvbee loves Seagram's Red Berry Twisted Gin. How do you mix yours?,2014-12-19,2014-12-14
Let the pre-game festivities begin with a #SeagramsGin Berry Peach Fizz:,2014-12-20,2014-12-14
It’s Sunday fun day! Grab a glass of #SeagramsGin Sexy Sangria and enjoy:,2014-12-21,2014-12-21
There are only 24 hours in a day - use them wisely. RT to share this #MondayMotivation with your friends!,2014-12-22,2014-12-21
"The #SeagramsGin Pineapple Twisted Gimlet... a traditional cocktail with a ""twist"". Cheers. #HappyHour",2014-12-23,2014-12-21
Watch @WizKhlifa pour some @SeagramsGinUSA for him and his friends in his new video!,2014-12-24,2014-12-21
Who says holiday preparation can't be fun? #LadiesOfSG #SeagramsGin,2014-12-24,2014-12-21
"Here's to good will, warm hearts and delicious cocktails. Happy holidays from the #SeagramsGin family to yours.",2014-12-25,2014-12-21
Friday night vibes. #SeagramsGin,2014-12-26,2014-12-21
You can't lose with this starting lineup. #SeagramsGin #SundayFunday,2014-12-28,2014-12-28
The 2015 that you experience is in your hands. #GINspirationMondays,2014-12-29,2014-12-28
@ChefBoyarBertha We can cheers to that.,2014-12-29,2014-12-28
Make the final cocktails of the year memorable. Start with the Ginsider Lemonade:,2014-12-31,2014-12-28
Celebrate #NYE with a #SeagramGin Berry 75 cocktail: 1.5 part Seagram's Red Berry Twisted Gin and 1 part champagne.,2014-12-31,2014-12-28
What are some of your resolutions this year? Let's talk about them over a Grape Escape:,2015-01-01,2014-12-28
#TBT to the day #SeagramsGin was on set with @DJKhaled. Can you guess which video this was?,2015-01-02,2014-12-28
The weekend is calling. Answer it with an Apple Gin Crush:,2015-01-02,2014-12-28
"Before you head out, here's some day party inspiration from #SeagramsGin.",2015-01-03,2014-12-28
We know you love the brunch life so we made this Ginsider Mimosa just for you:,2015-01-04,2015-01-04
It's a new year. Set your goals and meet them head on! #MondayGINspiration,2015-01-05,2015-01-04
"Check out Miss January, Erica Ussery! #LadiesofSG calendar is out now! Download the GINSIDER app for exclusives. #SG",2015-01-06,2015-01-04
Get the #LadiesofSG calendar at your local retailer now! Download the GINSIDER app for BTS footage and more.,2015-01-06,2015-01-04
You need a sip of the summer to warm up in this cold! Grab a Pineapple Ginito ASAP. #SeagramsGin,2015-01-07,2015-01-04
Download the GINSIDER app for drink recipes and new videos from the 2015 #LadiesofSG. New calendar is in stores now!,2015-01-08,2015-01-04
Brunch is all about making memories and great cocktails. Try the Saucy Peach:,2015-01-10,2015-01-04
They say you dream too big. We say they think too small. Dream big and dare to fail! #MondayGINSpiration,2015-01-12,2015-01-11
Celebrate a hard day’s work tonight with the classic #SeagramsGin Martini:,2015-01-13,2015-01-11
Summer isn’t just a season - it’s a state of mind. Let Seagram’s Pineapple Twisted Gin take you back. #TBT,2015-01-15,2015-01-11
Download the #GINSIDER app for drink recipes and new videos from the 2015 #LadiesOfSG. New calendar is in stores now!,2015-01-17,2015-01-11
"""Faith is taking the first step even when you don't see the whole staircase."" – Dr. Martin Luther King, Jr.",2015-01-19,2015-01-18
.@Stalley’s new music video features #SeagramsGin and the #LadiesOfSG:,2015-01-22,2015-01-18
"Shaken, not stirred. Suit up and show out this weekend with a #SeagramsGin Secret Agent Dry:",2015-01-23,2015-01-18
Believing in yourself is the first step to success. #Ginspiration,2015-01-26,2015-01-25
".@Stalley shares his thoughts on music, success, and #SeagramsGin in this exclusive interview with @ComplexMag.",2015-01-27,2015-01-25
.@frdomfyter Scratch responsibly.,2015-01-29,2015-01-25
Missing summer? Heat things up with a #SeagramsGin Miami Vice. #ThrowbackThursday,2015-01-29,2015-01-25
Show us where you celebrate your best moments with #SeagramsGin for a chance to win $300:,2015-01-30,2015-01-25
RT @FoapApp: Where do you enjoy your @SeagramsGinUSA &amp; tonic? New Mission out now!,2015-01-30,2015-01-25
"No matter which team you're rooting for tomorrow, with a #SeagramsGin Winner, you can’t lose:",2015-01-31,2015-01-25
Nothing worth having comes easy. #Ginspiration,2015-02-02,2015-02-01
RT @Conchedia: Want to win $300 ?? Go follow @seagramsginusa ?? Click on the link in their bio and submit a pic…,2015-02-03,2015-02-01
"We are proud to present @JoannaLynn324 of Chicago, IL as Miss February in the 2015 #LadiesOfSG calendar!",2015-02-03,2015-02-01
RT @AirrykahLi: Show us how much you love #SeagramsGin! Submit your photos for a chance to win $300:,2015-02-03,2015-02-01
The lights were shining bright on the beautiful #LadiesOfSG at the 2015 calendar launch party in Miami. #TBT,2015-02-05,2015-02-01
It’s levels to this niche. #ginspiration,2015-02-10,2015-02-08
"RT @FoapApp: Gin&amp;Juice or Gin&amp;Tonic? Mix up your  favorite with @SeagramsGinUSA, and join their Mission -",2015-02-10,2015-02-08
RT @lisasamples: I am now officially wanting a drink...where is @SeagramsGinUSA  when  you need em? #SneakerJam15,2015-02-15,2015-02-15
.@SpikeLee Thanks for spreading the love and congrats on the successful #SneakerJam15!,2015-02-15,2015-02-15
.@ComplexSneakers is getting the scoop from our celebrity guests. Which kicks make you feel like a VIP? #SneakerJam15,2015-02-15,2015-02-15
.@lisasamples We're holdin' it down at the #BKSNEAKERJAMYO!,2015-02-15,2015-02-15
Nothing like a #SeagramsGin Pineapple Gimlet and some bumpin’ jams to get things going. #SneakerJam15,2015-02-15,2015-02-15
We’re live at the #BKSNEAKERJAMYO kickin’ it with @SpikeLee! How are you spending your Valentine's night?,2015-02-15,2015-02-15
This is what hard work looks like: #Ginspiration courtesy of @SpikeLee. #SneakerJam15,2015-02-15,2015-02-15
"No matter where you start, the sky is always the limit. #ginspiration",2015-02-17,2015-02-15
We teamed up with @Mache275 to design a pair of custom kicks for @TyDollaSign. Full video:,2015-02-18,2015-02-15
"Greatness is a product of hard work, not resources. Anything is possible with the right effort. #ginspiration",2015-02-23,2015-02-22
Show us how you celebrate your best moments with #SeagramsGin for a chance to win $300:,2015-02-24,2015-02-22
".@MalaysiaPargo &amp; #BBWLA castmates looked lovely at the launch party for her bedding line, sponsored by #SeagramsGin.",2015-02-26,2015-02-22
"Check out this #BTS clip of the lovely @JoannaLynn324, our February 2015 #LadiesOfSG calendar model! #FBF",2015-02-27,2015-02-22
Your future is whatever you want it to be. It starts from within. #ginspiration,2015-03-02,2015-03-01
"We are proud to present Marilyn Silva of Philadelphia, PA as Miss March in the 2015 #LadiesOfSG calendar!",2015-03-04,2015-03-01
".@DreamBIG59 Nothing strange about a taste for #SeagramsGin, Big Homie.",2015-03-04,2015-03-01
"Dreams can become reality with the right drive and determination. In this world, anything is possible. #ginspiration",2015-03-09,2015-03-08
Check out this clip of Marilyn's thoughts on being Miss March in the 2015 #LadiesOfSG calendar!,2015-03-12,2015-03-08
Breaking away from the norm and forging new paths is in our DNA. Is it in yours? #ginspiration,2015-03-16,2015-03-15
Happy hour is always the best hour of the day. Which #SeagramsGin cocktail are you enjoying tonight?,2015-03-18,2015-03-15
"Marilyn talks March, Miami, and #SeagramsGin in this exclusive #LadiesOfSG behind-the-scenes clip. #FlashbackFriday",2015-03-20,2015-03-15
A spirit unlike any other. #Pineapple #BoredWithVodka,2015-03-25,2015-03-22
Tis the season... #TwistedFlavors #BoredWithVodka,2015-03-28,2015-03-22
Thanks to Marilyn for repping #SeagramsGin this March! Check back soon to find out who our next #LadiesOfSG model is.,2015-03-31,2015-03-29
"Spring is finally here and we’re sprung on Cyresa Renee from Birmingham, AL, our #LadyOfSG for the month of April!",2015-04-01,2015-03-29
Perseverance is the driver on the road to success. #ginspiration,2015-04-06,2015-04-05
A #LadyOfSG is like a #SeagramsGin Twisted cocktail: sweet and bubbly. Check out Cyresa in this exclusive clip!,2015-04-15,2015-04-12
Cheers to a fresh week and a fresh start. Make the most of it with #SeagramsGin. #ginspiration,2015-04-27,2015-04-26
Big thanks to Cyresa for repping #SeagramsGin this month! Check out this BTS #throwback of her in Miami.,2015-05-01,2015-04-26
"May’s #LadyOfSG is the angelic Lynda Alaman from Los Angeles, CA!",2015-05-01,2015-04-26
A toast to blazing your own path and doing things differently &amp; better than the last. #ginspiration,2015-05-04,2015-05-03
California knows how to party – and so does Lynda! #LadiesOfSG,2015-05-13,2015-05-10
The #LadiesofSG are in the house for the @hiphopdx #BETWeekend party! Keep up with us! We know what's hot!,2014-06-26,2014-06-22
#TBT Keeping it real with @TONYROCK. Just another day in the life of #SeagramsGin Calendar Model.,2014-06-26,2014-06-22
@FlipMajor @HipHopDX Great cocktail shot!,2014-06-27,2014-06-22
Time to #TurnUp w/ @KevinHart4real. Bringing you exclusive #BETWeekend coverage w/ #SG Crew?,2014-06-27,2014-06-22
@PlanetLaNea @Conchedia #lookingood ladies! #BETweekend is about to turn up!,2014-06-27,2014-06-22
RT @HipHopDX: It's our birthday and well.......we gonna party like it's our birthday! #DX15 @SeagramsGinUSA,2014-06-27,2014-06-22
We'll take the blame! RT @HipHopDX: Drinking #SeagramsGin so don't blame me (@MikeTrampeTV) for any mis-spellings or inaccurate tweets lol,2014-06-27,2014-06-22
@FlipMajor @HipHopDX We're so excited! Try our other flavors and let us know what you think!,2014-06-27,2014-06-22
"Exclusive #DX15 @hiphopdx red carpet scoop! You saw it here first, and there's more to come!",2014-06-27,2014-06-22
RT @PlanetLaNea: Sending you all ??? on this beautiful day ?  P.s I'm taking over #SeagramsGin Insta all day tmro…,2014-06-27,2014-06-22
@BE_Style @HipHopDX we're ready for the party and the crowd is #lookingood!,2014-06-27,2014-06-22
@HipHopDX the LadiesofSG are in the house and are ready to celebrate! @PlanetLaNea @281cognacbeauty @Conchedia @missfaren,2014-06-27,2014-06-22
RT @HipHopDX: The 15 Year Anniversary Party is about to get started! Shout out to @seagramsginusa #DX15,2014-06-27,2014-06-22
Your thirst? Game Over.  Check out how you can mix Red Berry Twisted in your next batch drink.,2014-06-27,2014-06-22
#Lookingood RT @BEMagazine: #BEmagazine's EIC @BEingJWrite &amp; #Seagramsgin Calendar Cover Girl @281cognacbeauty #Dx15,2014-06-27,2014-06-22
@TheMamaWize @HipHopDX couldn't have said it better ourselves!,2014-06-27,2014-06-22
The #DX15 party is off the hook. Check out this exclusive BTS footage courtesy of @hiphopdx!,2014-06-27,2014-06-22
@YoungCrazy110 Thanks for the love! Great setup! Gotta put that #Seagramsgin to good use - here’s some inspiration:,2014-06-27,2014-06-22
@xxkylaad It's an iconic name kinda thing. Maybe we'll tap you next time! Hope you enjoyed the event!,2014-06-27,2014-06-22
.@HipHopDX's idea kills! We're going to RETWEET everyone who uses the hashtag #lookingood! If you're at the #DX15 party we want to know it!,2014-06-27,2014-06-22
We're just getting started. #BETWeekend #LadiesofSG @HipHopDX,2014-06-27,2014-06-22
"Huge S/O to @HipHopDX and everyone that came out for the #DX15 celebration last night! Great beats, great drinks, and everyone #LookinGood!",2014-06-27,2014-06-22
RT @HipHopDX: Thank you to everyone that celebrated our 15 Year Anniversary with us last night. We LOVE you all! #DX15 @SeagramsGinUSA,2014-06-27,2014-06-22
"We're in+ #lookingood! RT HipHopDX: Let's get #DX15 trending!! Anyone who tweets out our 15 Year Anniversary will get a re-tweet, Let's GO!!",2014-06-27,2014-06-22
@HipHopDX @IamDEMRICK loving the #DX15 celebration! #SeagramsGin cocktails on us!,2014-06-27,2014-06-22
RT @Conchedia: I had a BALL at the hiphopdx 15 year anniversary!!! @seagramsginusa is AMAZING!!! And that was only…,2014-06-27,2014-06-22
??#LookinGood!. @HipHopDX: Shout out to @FloydMayweather for stopping by our 15 Year Anniversary Party!! #DX15,2014-06-27,2014-06-22
@analoglady @HipHopDX we're chippin' in plenty! Grab a #seagramsgin cocktail and #turnup!,2014-06-27,2014-06-22
@christascherck @HipHopDX @battlerapdotcom @beprcecy Thanks! So happy you could come out!,2014-06-27,2014-06-22
S/O to @HipHopDX on turning 15! This celebration is about to heat up!,2014-06-27,2014-06-22
@HipHopDX @djvlad Time to #turnup for #BETweekend! #DX15 #LookinGood,2014-06-27,2014-06-22
"Exclusive #DX15 @hiphopdx red carpet scoop! You saw it here first, and there's more to come!",2014-06-27,2014-06-22
S/O to @whoislukejames for stopping by the @hiphopdx #DX15 party! #LookinGood!,2014-06-27,2014-06-22
#BoredWithVodka? We've got you covered. Red Berry Twisted w/ cran served on ice at the @hiphopdx #dx15 celebration.,2014-06-27,2014-06-22
VIPs of note at the @HipHopDX #dx15 party! @ItsDonBenjamin &amp; the #ladiesofsg @PlanetLaNea @Conchedia are #LookinGood!,2014-06-27,2014-06-22
@TheReal215Lloyd @TheRealDJDAMAGE HOT! We'll tune in for sure!,2014-06-27,2014-06-22
Exclusive BTS from the @hiphopdx #DX15 party! S/O to @TheRealDJDamage for stopping by!,2014-06-27,2014-06-22
.@PlanetLaNea is prepping to take over  the @seagramsginusa Insta right NOW!!! Exclusive BTS coming your way!,2014-06-28,2014-06-22
@PlanetLaNea We're ready to #TurnUp!,2014-06-28,2014-06-22
@DreamBIG59 couldn't have said it better ourselves!,2014-06-28,2014-06-22
It's about to #turnup. The #ladiesofsg are in the house for the @SeanKingston #Detox party. Get ready! ????,2014-06-28,2014-06-22
"It’s bout' time to #DETOX w/ @SeanKingston! #LadiesofSG @PlanetLaNea @281cognacbeauty @missfaren @Conchedia, ready?",2014-06-28,2014-06-22
RT @beprcecy: My girls with Mario #ladiesofsg #kevinhart #epicrecords #seagramsgin @seagramsginusa,2014-06-28,2014-06-22
The OG @snoopdogg himself dropped by to say hi to the #ladiesofsg @planetlanea and @conchedia! #lookinggood ????,2014-06-28,2014-06-22
The #ladiesofsg are in the @seankingston house. Want to #turnup with us? We've got the BTS exclusive!,2014-06-28,2014-06-22
Hey #ladiesofsg ... ??? @PlanetLaNea @281cognacbeauty @Conchedia @missfaren #lookingood #seankingston #detox,2014-06-28,2014-06-22
"Let's get things started tonight, boys.",2014-06-28,2014-06-22
The #LadiesofSG and @TyDollaSign are prepping to take you for a ride. Tune in for the exclusive scoop!,2014-06-28,2014-06-22
@DJnolove954 @SincereShow It was #turnup! Hope you tried some #SeagramsGin cocktails!,2014-06-29,2014-06-29
#lookingood! RT @missfaren: Current situation lol The #ladiesofsg are in the building ???#detoxpoolparty #betweekend,2014-06-29,2014-06-29
Your words and thoughts matter. Change it up. Think positive. #MotivationMonday,2014-06-30,2014-06-29
There's nothing wrong with three of a kind for you and your boys.,2014-06-30,2014-06-29
Check out what went down at #BETWeekend w/ #LadiesofSG: ?,2014-07-01,2014-06-29
@missfaren @KevinHart4real The party was #TurnUp! Thanks for hosting the #LadiesofSG with style!???,2014-07-01,2014-06-29
Check out what went down at #BETWeekend w/ #LadiesofSG: ?,2014-07-01,2014-06-29
RT @Conchedia: #Repost #TRUTH #GetUp #GetOut #GetIt #GrindTime,2014-07-01,2014-06-29
Have you seen the BTS footage of this month's calendar model on your #Ginsider app yet?,2014-07-02,2014-06-29
RT @Conchedia: My #WCW goes to all of these BEAUTIFUL #LadiesofSG planetlanea @missfaren ericadargin ????????? @ Sean…,2014-07-02,2014-06-29
Did you check out what shook out at #BETweekend yet?,2014-07-02,2014-06-29
We’re proud that our 2014 #LadiesofSG are such positive role models for future calendar models! Meet them all here:,2014-07-03,2014-06-29
#TBT #LadiesofSG @PlanetLaNea &amp; @Conchedia hanging with @SnoopDogg in LA!,2014-07-03,2014-06-29
Get prepared for your party of friends and family on #July4th w/ America's #1 Gin.,2014-07-03,2014-06-29
#TBT #LadiesofSG @281cognacbeauty @Conchedia @PlanetLaNea #TurnUP w/ @MarioSoulTruth at #BETWeekend.,2014-07-03,2014-06-29
"Hey @Conchedia, what was your most memorable #SeagramsGin moment? We're gearing up for the 2015 photo shoot and want to keep turning up!",2014-07-03,2014-06-29
"Any advice for the future #LadiesofSG, @281cognacbeauty?",2014-07-03,2014-06-29
Star-studded! RT @beprcecy: Kevin Hart Throws 35th Birthday Bash [PHOTOS] Sponsored by @Seagramsginusa - EBONY,2014-07-03,2014-06-29
#TBT #LadiesofSG @Conchedia &amp; @PlanetLanea with the one and only @ItsDonBenjamin in #LA.,2014-07-03,2014-06-29
S/O to @SeanKingston for the amazing party in LA w/ #LadiesofSG. Can't wait for new album drop! #TurnUP @missfaren,2014-07-03,2014-06-29
#TBT - Hey @missfaren - what did you think of the exclusive #LadiesofSG Miami photo shoot?,2014-07-03,2014-06-29
You know we do it big! #TurnUp your #July4th party with the signature Watermelon Keg.,2014-07-04,2014-06-29
"Our #SeagramsGin Family is growing! Check out where we’ve been, and stay tuned for the big reveal next week!",2014-07-04,2014-06-29
Great drinks are made to be shared. #TurnUp the weekend with this Red Dragon Bowl!,2014-07-05,2014-06-29
"The 2014 #LadiesofSG represented us w/ class. Check out where we’ve been, and get ready to welcome the 2015 models!",2014-07-05,2014-06-29
The 2015 calendar shoot is about to drop. Check out the world of the #LadiesofSG &amp; you won’t want to miss a sec!,2014-07-06,2014-07-06
"RT @MoniqueRaeShawn: @SeagramsGinUSA Wardrobe, hair and makeup!!!  What girl doesn't like dress up! Have fun ladies ^_^",2014-07-07,2014-07-06
"RT @281cognacbeauty: @SeagramsGinUSA smile, relax and enjoy!!!",2014-07-07,2014-07-06
"The 2015 #SeagramsGin Calendar Model photo shoot is about to kick off. What advice can you give for the ladies, @tiffypinkworld?",2014-07-07,2014-07-06
"Any advice for the future #LadiesofSG in #Miami today, @GlennTwins? The 2015 #SeagramsGin photo shoot is happening NOW!",2014-07-07,2014-07-06
"Tell us how it is, @MoniqueRaeShawn. Our 2015 #SeagramsGin Models are in #Miami today. What was your favorite part of the photo shoot?",2014-07-07,2014-07-06
Hey @Love2LuvBee - what's your favorite #LadiesofSG moment as a 2014 Calendar Model? The 2015 #LadiesofSG in #Miami want to know!,2014-07-07,2014-07-06
The 2015 #SeagramsGin Calendar Model photo shoot in #Miami is today! @Conchedia- Any words of wisdom for the ladies in front of the camera?,2014-07-07,2014-07-06
Yo @AtinaD_Unveiled- What advice can you give to the 2015 #SeagramsGin Calendar Models at their photo shoot in #Miami today?,2014-07-07,2014-07-06
Yo @281cognacbeauty- Our 2015 #SeagramsGin Ladies want some tips for their exclusive #Miami photo shoot today! Tell us what's up!,2014-07-07,2014-07-06
RT @missfaren: @SeagramsGinUSA Very fun and exciting experience repping the #ladiesofsg You better #werk it girls!! ?,2014-07-07,2014-07-06
Hey @missfaren- what was your favorite part of the exclusive #Miami photo shoot? Our 2015 #LadiesofSG want to know?,2014-07-07,2014-07-06
#MotivationMonday,2014-07-07,2014-07-06
"You helped us #TurnUp last year, @PlanetLaNea. What advice do you have for the 2015 Calendar Models at the #Miami photo shoot today?",2014-07-07,2014-07-06
Are YOU ready to meet the 2015 #ladiesofsg? The 2014 ladies @PlanetLaNea and @Conchedia kicked off the day right!,2014-07-08,2014-07-06
"Cheers to a successful day on the set of the #SeagramsGin 2015 calendar shoot! #LadiesofSG, back at it tomorrow!",2014-07-08,2014-07-06
RT @TasiasWord: Live photos from my birthday shows @ The Howard Theatre Check them out :,2014-07-08,2014-07-06
#BTS: @PlanetLaNea and @Conchedia giving some expert insider tips into the life of a #seagramsgin calendar model.,2014-07-08,2014-07-06
#BTS: @kamilarhassan and @liber8tedunicorn are all smiles at the 2015 calendar shoot. #lookingood #ladiesofsg!,2014-07-08,2014-07-06
RT @tiffypinkworld: @SeagramsGinUSA be confident be sexy and werkkk it ??,2014-07-08,2014-07-06
#BTS: Just a quick break from the 2015 #seagramsgin calendar shoot! #lookingood #miami #relax #thegrind #werk,2014-07-08,2014-07-06
We're stocked and ready for the reveal of the 2015 #ladiesofsg! BTS exclusives coming your way starting NOW!,2014-07-08,2014-07-06
RT @TasiasWord: some live photos from my birthday shows @ The Howard Theatre Check them out :,2014-07-08,2014-07-06
"Check out @conchedia pass the torch on to the 2015 #MissChicago! Welcome to the #ladiesofsg, @missjojo_lynn!",2014-07-08,2014-07-06
#BTS: Kicking off our 2015 calendar shoot is the beautiful @JoannaLynn324! Welcome to the #ladiesofsg #misschicago!,2014-07-08,2014-07-06
@TasiasWord We loved celebrating with you! Hope you had a #TurnUp night!,2014-07-08,2014-07-06
The 2015 #ladiesofsg just touched down in Miami and we're about to kick of the shoot! @JoannaLynn324 @superegodiva,2014-07-08,2014-07-06
#BTS: Just another day in the life of a #seagramsgin calendar model! #southbeach #ladiesofsg @KamilahRhasaan,2014-07-08,2014-07-06
And it's a wrap! #MissTexas @prettykimk is an official part of the #ladiesofsg! #Sneakpeek cc: @planetlanea,2014-07-09,2014-07-06
"#Miami, watchout! The #LadiesofSG are about to #TurnUp! @candyriec @prettykimk",2014-07-09,2014-07-06
"#WCW - S/O to the 2014 #LadiesofSG. You’re an inspiration to us, and the future Seagram’s Gin Calendar Models!",2014-07-09,2014-07-06
#BTS: Welcome to the wave two #ladiesofsg! Learning from the best! @AirrykahLi @SuchaLady9 @Tayslove4u @KashBarb.,2014-07-09,2014-07-06
Just another day in the life of the #LadiesofSG! @liber8tedunicorn #werk it! ??? #missalabama #sglife,2014-07-09,2014-07-06
#BTS: Perks of the job! S/O to @liber8tedunicorn for showing us some love ?#ladiesofsg #seagramsgincalendarshoot2015,2014-07-09,2014-07-06
#BTS: Looks like #HappyHour came early for the #ladiesofsg @PlanetLaNea @KamilahRhasaan ???? !,2014-07-09,2014-07-06
It's time to #TurnUp with Twisted Watermelon. The crew will thank you.,2014-07-09,2014-07-06
"Welcome to the #ladiesofSG, @kamilahrhasaan! We're sure that you'll carry on the legacy of our 2014 models!",2014-07-09,2014-07-06
"Unique, confident, and ready to #Represent, meet the 2015 #LadiesofSG in person!",2014-07-10,2014-07-06
#TBT - When the #LadiesofSG showed up to #TurnUP at the one and only @KevinHart4real's star-studded birthday party!,2014-07-10,2014-07-06
@mrjaxtaylor we saw you’re in #Miami. We’re fans - hit us up if you want to come to our private party later!,2014-07-10,2014-07-06
#BTS: Just a quick break on the set of the #seagramsgincalendarshoot2015. #ladiesofsg #sglife #sneakpeak,2014-07-10,2014-07-06
Hey @official_flo! The cocktails are prepped and the 2015 #ladiesofsg can't wait to chill w/ you and the #SG crew!,2014-07-10,2014-07-06
@taylorjburt well we always know how to #TurnUp so you'll fit right in. T-minus 1 hour ...???,2014-07-10,2014-07-06
Sent details to your publicist. Bring @taylorjburt if he's down. ?,2014-07-10,2014-07-06
Introducing the 2015 #LadiesofSG!,2014-07-10,2014-07-06
#BTS: We're back at it! Day three of the #seagramsgincalendarshoot2015 is underway!@superegodiva #ladiesofsg #sglife,2014-07-10,2014-07-06
Best looking ladies in the house! #ladiesofsg #lookingood #miami #southbeach #bts #sglife,2014-07-10,2014-07-06
"#BTS: Work that camera, @candyriec and @superego_diva!  #ladiesofsg #sneakpeak",2014-07-10,2014-07-06
Upgrade your pregame with this Lime Twisted Ginito. #SG #Twisted,2014-07-11,2014-07-06
So happy our boy @official_flo dropped by to meet the 2015 #ladiesofsg! #lookingood #sglife,2014-07-11,2014-07-06
#BTS: MissChicago @conchedia in the director's chair. The #LadiesofSG aren't just pretty faces!,2014-07-11,2014-07-06
"#BTS: The #ladiesofsg know how to get things done, but we're not all business! @model_bcarr",2014-07-11,2014-07-06
#HappyHour anyone? The #ladiesofsg have got you covered! Try all of our Twisted flavors!,2014-07-11,2014-07-06
"#BTS: Lights, camera, action! The #ladiesofsg (@PlanetLaNea) are on set! #sglife #seagramsgincalendar2015 #lookingood",2014-07-11,2014-07-06
The #ladiesofsg always #turnup! Had a BLAST with the birthday girl @natalielarose and @Conchedia last night ????,2014-07-11,2014-07-06
#BTS: We have the best crew on set at the #seagramsgincalendarshoot2015! They keep the #ladiesofsg #lookingood!,2014-07-11,2014-07-06
Had such a great time turning up with our boy @official_flo! RT @bepragency #lookingood #2015seagramsgincalendarshoot,2014-07-11,2014-07-06
#LookinGood RT @Conchedia: Hanging out w/ @official_flo and the 2015 #LadiesofSG tonight. #MiamiNights @ STORY Miami,2014-07-11,2014-07-06
You know it's about to #TurnUp when @official_flo brings the crew out!,2014-07-11,2014-07-06
"Peach, Lime, and Pineapple. There's something #Twisted for everyone.",2014-07-12,2014-07-06
@10PieceKillimet #SeagramsGin Twisted watermelon keg?!?#turnup! ????,2014-07-12,2014-07-06
@Woodys_Angel #cheers! Enjoy!,2014-07-12,2014-07-06
Red Berry Twisted cocktails got you covered for the night. Want more recipes?,2014-07-13,2014-07-13
RT @PlanetLaNea: Thanks @planetlanea for a great week! The 2015 calendar shoot was amazing... Miss you guys already but…,2014-07-14,2014-07-13
There's no better time than now. #MotivationMonday,2014-07-14,2014-07-13
One of our lovely #ladiesofsg @prettykimk on the set of the #2015SeagramsGinCalendar. Check us on Insty for more BTS!,2014-07-14,2014-07-13
RT @Conchedia: S/o to @official_flo for always showing the #LadiesofSG a great time!! #Conchedia #FloRida…,2014-07-14,2014-07-13
#BTS: The reward after a long day of work on set for the #2015seagramsgincalendar? A Seagram's #Twisted Gin cocktail!,2014-07-14,2014-07-13
"RT @Conchedia: #LP of me and my boo thang planetlanea #Conchedia #LaneaCierra #LadiesofSG ???? @ South Beach, Miami",2014-07-14,2014-07-13
"In case you missed our photo shoot #BTS from last week, here's @candyriec is looking fabulous! #ladiesofsg",2014-07-14,2014-07-13
"#BTS: The Seagram's Gin family keeps growing and we are thrilled! Welcome to the #LadiesofSG, @tayslove4!",2014-07-15,2014-07-13
"There’s someone we want to introduce you to, @281cognacbeauty! Meet @prettykimk, #MissTexas 2015!",2014-07-15,2014-07-13
".@GlennTwins, meet our 2015 #MissGeorgia @KamilahRhasaan. You ladies are GORGEOUS and we’re sure you’ll get along :)",2014-07-15,2014-07-13
"#MissChicago 2014 @Conchedia meet #MissChicago 2015, @JoannaLynn324! These #LadiesofSG are going to be fast friends!",2014-07-15,2014-07-13
#LadiesofSG are out of this world! Check out @PlanetLaNea's view as one of the Calendar Models,2014-07-16,2014-07-13
"Welcome to the family, Lynda. We're so excited to have you representing 2015 as #MissCali!",2014-07-17,2014-07-13
#BoredofVodka? Looks like it's time to try something Twisted.,2014-07-17,2014-07-13
"#MissMissouri 2015 is the one and only beautiful + talented @AirrykahLi. #LadiesofSG, you know!",2014-07-17,2014-07-13
Yo #Louisiana- Say hello to #LadiesofSG 2015 Model @TaysLove4U! You'll be fast friends w/ 2014's @AtinaD_Unveiled!,2014-07-17,2014-07-13
"Show some love, crew! @SuperEgoDiva is one the newest 2015 #LadiesofSG!",2014-07-18,2014-07-13
".@MoniqueRaeShawn, show some Southern Hospitality to the newest 2015 #LadiesofSG: @SuchaLady9.",2014-07-18,2014-07-13
"Hello 2015 #MissNorthCarolina, @TainaPrincessa! You need to meet our 2014 #LadiesofSG: @TiffyPinkWorld!",2014-07-18,2014-07-13
"#MissMichigan 2014, @Love2LuvBee meet #MissMichigan 2015, Candy! She's just as fabulous and fierce as you!",2014-07-18,2014-07-13
The queen returns! @PlanetLanea is back for another year of #LadiesofSG representing Maryland.,2014-07-18,2014-07-13
A taste of something unforgettable.,2014-07-19,2014-07-13
#TurnUp your Friday.,2014-07-19,2014-07-13
Extra Dry in hand? The best way to close out the weekend. #TurnUp,2014-07-20,2014-07-20
#MotivationMonday,2014-07-21,2014-07-20
"Warm weather, cool gin.",2014-07-23,2014-07-20
