tweet,date,weekStarting
You know you’re #GameDayReady when your lawn games rival the #BigGame.,2015-09-25,2015-09-20
When everything aligns perfectly we get a total #SuperBloodMoon or in this case a totally tasty Cherry Moonshine. ?,2015-09-27,2015-09-27
The apple’s finest hour is here. Celebrate this Fall flavor with this truly inspired cider. #Apples #ApplePicking,2015-10-01,2015-09-27
You know you’re #GameDayReady when your drink is as spirited as your old fight song.,2015-10-02,2015-09-27
Tune into @spike tonight 10/9c for a new season of #BarRescue and get this delicious Carnival Collins recipe.,2015-10-04,2015-10-04
"Whether it’s economics or gender, we’re for equality in all forms. We support @theglobalgoals with #goal5 &amp; #goal10",2015-10-05,2015-10-04
"RT @Middleditch: The next cover of farm-to-table weekly, featuring me and @NotTJMiller. #ExclusivelyForEverybody. We gettin' #paid!",2015-10-06,2015-10-04
"#Baseball season is almost over, so add a little flavor to your regular beer game before the #playoffs.",2015-10-06,2015-10-04
RT @Middleditch: Party’s more fun when it's #paid for and everybody’s invited. Or we just invite ourselves. #ExclusivelyForEverybody,2015-10-07,2015-10-04
RT @nottjmiller: So yeah-- @Middleditch &amp; I are going to #NYCC2015 the 8th &amp; filming the road trip. #ExclusivelyForEverybody #Paid,2015-10-07,2015-10-04
"RT @nottjmiller: Behold #NYCC, #EmoBoy is bringing the LAN party to you soon. #Paid. #ExclusivelyForEverybody  @Middleditch",2015-10-07,2015-10-04
"RT @nottjmiller: Sup #NYCC? 3,098 miles &amp; several responsible @SmirnoffUS drinks later we’re here. And #Paid #ExclusivelyForEverybody https…",2015-10-08,2015-10-04
You know you’re #GameDayReady when your drink is bigger than your rivalries. #Gameday #Football,2015-10-09,2015-10-04
RT @Middleditch: Everybody can be #super. Even @NotTJMiller. So raise those @SmirnoffUS #paid drinks #NYCC! #ExclusivelyForEverybody,2015-10-09,2015-10-04
Being yourself is worth celebrating. Here's to everybody who's #OutAndProud today. #NationalComingOutDay,2015-10-11,2015-10-11
"The #MoscowMule. Invented with #Smirnoff #vodka in 1941, and coming in all copper shapes and sizes ever since.",2015-10-15,2015-10-11
You know you’re #GameDayReady when your drink has more rushing yards than your team.,2015-10-16,2015-10-11
You know you’re #GameDayReady when your drink can make it to all the away games. #tailgate,2015-10-25,2015-10-25
This #EasyDrink is a shout-out to every team and fanbase — even those not playing for the ‘ship.,2015-10-28,2015-10-25
#Halloween drinks shouldn’t be a pain in the neck to mix. #SmirnoffSpirits,2015-10-29,2015-10-25
Sexy? Spooky? Sea creature? It doesn’t matter how you dress up on #Halloween just dress up your drink with sprinkles,2015-10-30,2015-10-25
Gather with all your bad witches this #Halloween for an easy delicious drink. #SmirnoffSpirits,2015-10-30,2015-10-25
Get everybody in the #Halloween spirit with this ghostly Wine Ghouler. #SmirnoffSpirits,2015-10-31,2015-10-25
You know you’re #GamedayReady when you pop open your drink with claws. #Halloween,2015-10-31,2015-10-25
Extra-long #SundayFunday right after #Halloween? Yes please. #FallBack in style with this awesome brunch cocktail.,2015-11-01,2015-11-01
This classic Stasherac cocktail has a tasty twist that pairs perfectly with any #LipGarden. #Movember,2015-11-03,2015-11-01
We’re turning passionate voicemails into epic locker room speeches. Call 1-855-I-LUV-GAMEDAY to leave your speech.,2015-11-06,2015-11-01
#Football fans! You know that inspirational locker room speech you’ve been working on? Call now to get it animated.,2015-11-11,2015-11-08
Here’s one black cat you want to cross paths with. Toast to good fortune this #FridayThe13th with the Purr-ple Punch,2015-11-13,2015-11-08
The Citrus Sideliner keeps things interesting even if your team isn’t playing. #GameDayReady,2015-11-14,2015-11-08
#AppleCider is always trending in our book. Happy #NationalAppleCiderDay.,2015-11-18,2015-11-15
The crew is home! Make the fest before the feast sweeter with this #Thanksgiving #EasyDrink. #Blessed #TurkeyDay,2015-11-19,2015-11-15
"Get #GameDayReady this #Thanksgiving with #football, #food, #family and most importantly-- fruity drinks.",2015-11-22,2015-11-22
"This #Thanksgiving, not everyone can make the perfect turkey, but everyone can make the perfect drink.",2015-11-23,2015-11-22
Reunite with old friends and family this #weekend and catch up over some fall punch. #Thanksgiving,2015-11-28,2015-11-22
"Gather some friends, put on your favorite show and #StreamAndHang with this tasty #drink.",2015-11-28,2015-11-22
Two recipes from one vodka means more cash to spend on “presents for your family.” #CyberMonday #TreatYourself,2015-11-30,2015-11-29
Here’s to chilling with chill friends-- and even chiller #shots. #TwistTheSeason with the new Peppermint Twist.,2015-12-03,2015-11-29
RT @LiveNationTV: Take a look inside the world of electronic music with @SmirnoffSC ft. @whoszed &amp; more:,2015-12-04,2015-11-29
You know you’re #GamedayReady when your drink is just as icy as your rivalry.,2015-12-06,2015-12-06
"Whether your area’s sweltering or brisk, this #EasyDrink provides tasty relief from the elements.",2015-12-10,2015-12-06
The new Peppermint Twist scratch-and-sniff bottle makes a delicious stocking stuffer. #TwistTheSeason,2015-12-11,2015-12-06
Peppermint Twist in Hot Chocolate = Best #Christmakwanzakah present ever. #TwistTheSeason #HotChocolateDay,2015-12-13,2015-12-13
Get ready for the #holidays and #tailgates all with one drink. #GamedayReady #Gingerbread,2015-12-13,2015-12-13
Classing it up at the company holiday party is easy with a classy glass of Cherry Cheer. #HolidayTruths,2015-12-15,2015-12-13
The original #Smirnoff #MoscowMule is the perfect drink to bring friends together this holiday season.,2015-12-17,2015-12-13
This hot #winter cocktail is perfect for #snowy nights in front of a toasty yule log.,2015-12-17,2015-12-13
Add some sweetness to your office party with the new Peppermint Twist White Elephantini. #TwistTheSeason,2015-12-18,2015-12-13
THE SOUR AWAKENS. These are the drinks you're looking for. ?,2015-12-18,2015-12-13
The perfect #EasyDrink always makes the perfect gift. Enjoy the Merry Mule with friends this #holiday season.,2015-12-21,2015-12-20
"Grab your friends, some #Smirnoff drinks, and your dancin’ shoes. #Countdown #2016 #GoodTimes",2015-12-22,2015-12-20
A New Year’s resolution doesn’t have to be hard to follow. Enjoy a book with a #martini. #GoodTimes #Countdown,2015-12-23,2015-12-20
Adding flavor is easy. Just grab a bottle of #Smirnoff #Vanilla for the #NYE party you’re hosting. #GoodTimes,2015-12-24,2015-12-20
Sign out and log in real time. Catching up over drinks are meant to be done in real life. #GoodTimes #CountDown,2015-12-25,2015-12-20
Check in with family even if you can’t make it home for the holidays. That’s what phones are for.  #CountdownTo2016,2015-12-26,2015-12-20
Let the countdown to #NYE and #MoreGoodTimes begin. Happy 2016!!,2015-12-27,2015-12-27
"Do your laundry, wash the dishes, tidy up. But why not with an easy and delicious #cocktail? #GoodTimes #Countdown",2015-12-27,2015-12-27
"Holidays are a time for spending time with family and friends, and also welcoming new ones. #GoodTimes #Countdown",2015-12-28,2015-12-27
"Take a road trip, travel around the world, or check out that neighborhood joint you've never been to. #Countdown",2015-12-29,2015-12-27
You don’t need a list to enjoy #GoodTimes with family and friends. #Irony #LessLists #GoodTimes #Countdown,2015-12-30,2015-12-27
Kick off the #NewYear with a delicious drink and basically keep your resolutions too. #HappyNewYear,2016-01-01,2015-12-27
Happy New Year! Let the #GoodTimes begin. #CheersToThat #Happy2016,2016-01-01,2015-12-27
This #gameday cocktail will take your #homegate to the next level. The level with #bacon on it. #GameDayReady,2016-01-03,2016-01-03
"Snowmen,sledding, binge watching. Be sure to take a break from your #snowday activities for a Wintry Whip.",2016-01-14,2016-01-10
Three days off means more time for #squad + #weekendgoals. Make this delicious drink and get everyone together.,2016-01-15,2016-01-10
We asked football fans to call 1-855-I-LUV-GAMEDAY &amp; leave us their inspirational speeches. Here's what happened.,2016-01-15,2016-01-10
Dog weddings are the best kind of weddings! Cheers to the happy couple. #ZolaToastsFinn Photo @SophieElgort,2016-01-15,2016-01-10
What cold weather? Share this tasty coffee cocktail with great company and share the warmth.,2016-01-19,2016-01-17
Remember the summer days without snow &amp; gale force winds? Get the heat back with a ?#Jonas Jalapeño?. ?#Blizzard2016,2016-01-22,2016-01-17
You know you’re #GamedayReady when the snow is falling in the stadium and your drink. #Tailgate #Playoffs,2016-01-24,2016-01-24
"A perfect winter cabin getaway starts with the supplies. Pack for this easy, delicious drink, and #squad up indoors.",2016-01-29,2016-01-24
"If today includes this drink, we'd happily live it over and over and over. Bring It On, #GroundhogDay #EarlySpring",2016-02-02,2016-01-31
It’s time for the #BigGame. Are you read-aayyyyy? BLUE 52. Hut-Hut. Drink!,2016-02-05,2016-01-31
"Unofficial holiday, officially awesome #Sunday. Share the Super Sangria with everybody at your #BigGame party. #50th",2016-02-07,2016-02-07
"This is going to be the #bae-est #HalftimeShow ever. Don’t believe us? Just watch — Cold drink in hand, of course.",2016-02-07,2016-02-07
"Keep your shirts on party people. This amazing #MardiGras drink will be ready in no time, at the cost of zero beads.",2016-02-09,2016-02-07
Single or Taken? It doesn’t matter. Get #ValentinesDay going with a tasty Vodka Negroni #?,2016-02-14,2016-02-14
"Hello, It’s us. Vodka. #?",2016-02-15,2016-02-14
"Lure your friends out of hibernation, with a warm round of Honey Hot Toddies. #?",2016-02-19,2016-02-14
"Like a lot of stars, the Moscow Mule got it’s big break in #Hollywood. #RedCarpet",2016-02-28,2016-02-28
"Round up some good drinks and that friend you only call once every 4 years, and celebrate #LeapDay.",2016-02-29,2016-02-28
Spring is coming. #SeizeTheDaytime with new Smirnoff Sourced.,2016-03-10,2016-03-06
When you #SpringForward and have no time for complicated cocktails. #SeizeTheDaytime #JustAddSodaWater,2016-03-12,2016-03-06
"To keep the #PinchPolice away on #StPatricksDay, spend the day with green drink in hand. Trust us, it counts.",2016-03-16,2016-03-13
Spring be like…#SeizeTheDaytime #SpringIsComing,2016-03-17,2016-03-13
"The vodka drop shot is a classic Irish beverage. But don’t fact check us online, go have fun on #StPatricksDay.",2016-03-17,2016-03-13
When you realize the first day of spring is also #SundayFunday. #SeizeTheDaytime,2016-03-18,2016-03-13
#FirstDayOfSpring #SquadGoals. #SeizeTheDaytime,2016-03-20,2016-03-20
Introducing new Smirnoff Sourced for those invite-the-whole-block-over kind of days. #SeizeTheDaytime,2016-03-24,2016-03-20
Sunday #brunch has never looked so good.,2016-03-27,2016-03-27
Bracket busted? Bust out a round of drinks for your friends instead. #bracketology,2016-03-31,2016-03-27
You + Your Crew + Smirnoff Sourced. #SeizeTheDaytime,2016-04-02,2016-03-27
Smirnoff Sourced will have you looking forward to the weekend like... #SeizeTheDaytime,2016-04-03,2016-04-03
Just add soda water and ice to #SeizeTheDaytime.,2016-04-09,2016-04-03
When you realize empty pools have phenomenal acoustics. #SeizeTheDaytime,2016-04-16,2016-04-10
Prepped and ready to party. #SundayFunday #SeizeTheDaytime.,2016-04-17,2016-04-17
NEW Smirnoff ICE Electric Flavors are non-carbonated so you won’t get weighed down while the sun is up #KeepItMoving,2016-04-21,2016-04-17
When you decide to throw your own music festival. #nochella #SeizeTheDaytime,2016-04-22,2016-04-17
Good for party time and tea time. Now where are those little finger sandwiches?,2016-04-23,2016-04-17
It's never been more important to show #LoveConquersHate. Give the grooms some love @EDC_LasVegas this Saturday.,2016-06-17,2016-06-12
Celebrate Skye and Chris's wedding with us tonight! Join the EDC livestream &amp; show the grooms some love #lovewins,2016-06-19,2016-06-19
We celebrated the first anniversary of #MarriageEquality @EDC_LasVegas. Feel the love! #LoveWins #Pride2016,2016-06-27,2016-06-26
RT @iamkelis: NYC!! Last night at the #SmirnoffUHP was amazing! Thanks @SmirnoffUS and @Spotify! :),2014-06-13,2014-06-08
BYOS: (Bring your own song). Submit your jam to @Spotify &amp; you could win a #SmirnoffUHP.,2014-06-14,2014-06-08
Go VIP-ing with @alisonbrie and the guy who stares a lot too long.,2014-06-14,2014-06-08
Congrats to our 2nd batch of winners. Enjoy your prizes from #OurPartyToYours.,2014-06-16,2014-06-15
"What happens when hand models, double-denim-wearers, &amp; @mradamscott party together?",2014-06-18,2014-06-15
"We're into watermelon, mimosa, and not having to choose between them.",2014-06-19,2014-06-15
Celebrate the 1st weekend of #summer by shaking up a cocktail &amp; heading outside. #GIF,2014-06-20,2014-06-15
"These poptails are so cool, even your grandma will want one.",2014-06-20,2014-06-15
"This round, skip the drink (and the line at the bar).",2014-06-22,2014-06-22
Watch @alisonbrie sing and shop with @mradamscott.,2014-06-22,2014-06-22
"You've danced to it, now it could win you a #SmirnoffUHP.",2014-06-25,2014-06-22
A #4thofJuly drink that will bring all your friends to the yard. Or BBQ. Or pool. #GIF,2014-06-26,2014-06-22
"Don't just eat your fruit this weekend, drink it too! Try @ISpyDIY’s fresh #4thofJuly",2014-06-27,2014-06-22
"For fresh drinks, fresh fruit, and a fresh take on #4thofJuly fun with @OhDearDreaBlog.",2014-06-27,2014-06-22
Don’t let a guest list separate fun people from fun times.,2014-06-27,2014-06-22
Decisions are hard. These drinks aren't.,2014-06-28,2014-06-22
The best moves require you to put your drink down anyway.,2014-06-28,2014-06-22
This punch will go faster than the #4thofJuly fireworks show. Get it and a #coupon here.,2014-07-03,2014-06-29
Watermelon Shots for #4thofJuly? We're so there.,2014-07-03,2014-06-29
"Lemonade + iced tea + mint + vodka = a #4thofJuly drink for BBQs, beaches, and pool parties.",2014-07-03,2014-06-29
@ItaliandiamondL Hi Liliana – Can you send us a direct message with the closest town/county nearest you? We can help!,2014-07-03,2014-06-29
"For laid-back planners, fancy hipsters, &amp; drink tricksters - just mix OJ, soda water, &amp; great vodka. #4thof...",2014-07-03,2014-06-29
"This one's for you: fireworks-watchers, BBQ-eaters, and patriotic-partiers. #4thofJuly #GIF",2014-07-04,2014-06-29
The party's on! @OhDearDreaBlog is taking over @SmirnoffUS’s Instagram:,2014-07-04,2014-06-29
RT @ohdeardreablog: Don't forget I'll be sharing party photos live on @smirnoffus all day! #ad For recipes:…,2014-07-04,2014-06-29
Grill out &amp; hang out with a Smirnoff party punch &amp; a discount this weekend. #coupon #4thofJuly,2014-07-04,2014-06-29
See how @ISpyDIY mixes up a few #4thofJuly cocktails on our #Instagram:,2014-07-05,2014-06-29
"This #4thofJuly drink is made for meat flippers, pool swimmers, and shade loafers.",2014-07-05,2014-06-29
"Hey Dallas friends, don't miss out! We're throwing a #SmirnoffUHP w/ @Uber_Dallas &amp; @SpotifyUSA.",2014-07-14,2014-07-13
It’s 5 o’clock somewhere. Amirite?,2014-07-15,2014-07-13
"RT @JAYCEEOH: Congrats @justinscottday for winning the 2nd @SmirnoffUS x @SPOTIFY Ultimate House Party! Going down in Dallas, TX thursday! …",2014-07-15,2014-07-13
DJ @Jayceeoh kicks off his summer tour with us &amp; @Spotify tonight at the #SmirnoffUHP!,2014-07-18,2014-07-13
Who's ready to party? The #SmirnoffUHP in Dallas for winner @justinscottday starts now. #thirstythursday #partytime,2014-07-18,2014-07-13
Congrats again to winner @justinscottday - here's to a great party. Hope y'all enjoyed the #SmirnoffUHP in Dallas!,2014-07-18,2014-07-13
Looks like Dallas is in for a good night! Everybody is a VIP at the #SmirnoffUHP.,2014-07-18,2014-07-13
The bar is stocked &amp; we're ready for you! What are you drinking tonight? #SmirnoffUHP,2014-07-18,2014-07-13
Being cool never felt so hot. #throwinshade #GIF,2014-07-20,2014-07-20
Get your flavor on with this quick cocktail from @TammileeTips,2014-07-22,2014-07-20
@frappes_crochet please send us a private message with your closest town/county and we can help you out!,2014-07-24,2014-07-20
@ConservaWynne Please visit,2014-08-05,2014-08-03
Pick up our two new Sorbet Light Flavors. Mix each with that lemonade at the BBQ. The end.,2014-08-06,2014-08-03
Parties are better when they are remembered.,2014-08-10,2014-08-10
RT @JAYCEEOH: Congrats to @megs_early @hotbirdrunning on winning the 3rd @Smirnoffus x @Spotify Ultimate House Party !!! PDX thurs!!,2014-08-13,2014-08-10
Loving this article. Thanks! RT @amy99s Summer Cocktail Recipes Featuring New Smirnoff Sorbet Light Vodka,2014-08-14,2014-08-10
Great for when you're chillin' on the porch. And by chillin' we mean sweatin'.,2014-08-15,2014-08-10
Your fridge just multiplied your options for easy summertime #happyhour drinks.,2014-08-16,2014-08-10
"Make this. Or don't. But no, seriously make this.",2014-08-21,2014-08-17
Celebrate not working by making one of these easy drinks and then not working. #totallynotworking #smirnoff #laborday,2014-08-23,2014-08-17
Here are 3 delicious drinks that are as easy to make as forgetting you have a job on #LaborDay. #totallynotworking,2014-08-26,2014-08-24
Three delicious drinks that are as easy to make as not going into work on #LaborDay. #totallynotworking #smirnoff,2014-08-26,2014-08-24
Celebrate not working by making one of these easy drinks &amp; then not working #TotallyNotWorking #Smirnoff #LaborDay,2014-08-27,2014-08-24
The Long Weekend &amp; #LaborDay go together like #Smirnoff Strawberry &amp; random federal holidays #TotallyNotWorking,2014-08-28,2014-08-24
It's football season a.k.a. screaming at the TV season a.k.a. touchdown dance season.,2014-08-29,2014-08-24
Celebrate the work you've been doing/talking about doing with a Backyard Berry #TotallyNotWorking #Smirnoff #LaborDay,2014-08-29,2014-08-24
Preparadas &amp; Labor Day: an annual tradition we just started right now.,2014-08-30,2014-08-24
Try a Beachside Peach after working on a sandcastle or any other non-work work #TotallyNotWorking #Smirnoff #LaborDay,2014-08-30,2014-08-24
Cran? Club soda? O.J.? Beer? Pineapple Juice? Cola? TAP to find a new way to mix your Smirnoff Ice.,2014-08-30,2014-08-24
Peach drinks taste best when they’re easy to make. And when you drink them a day before #LaborDay #TotallyNotWorking,2014-08-31,2014-08-31
"If it’s #LaborDay but we’re #TotallyNotWorking, shouldn't it be called the No Labor Day?",2014-09-01,2014-08-31
"You might be totally working, but it’s only 3 days until you’re #TotallyNotWorking again. #Smirnoff",2014-09-02,2014-08-31
"RT @JessieJDecker: It's SO hot out, but having a blast at smirnoff ice's #LadiesWithGame tailgate in NYC! Love this city more and more ever…",2014-09-04,2014-08-31
RT @buzzfeedpartner: Just so your significant other knows what they’re in for this season:,2014-09-06,2014-08-31
A party just wouldn't be a party without that one guy who just doesn't care what anyone thinks.,2014-09-07,2014-09-07
It's like a fist bump for your drink.,2014-09-07,2014-09-07
We found this one out the hard way.,2014-09-07,2014-09-07
"RT @buzzfeedpartner: Football season is back, so get ready to have ALL the emotions:",2014-09-10,2014-09-07
The party will thank you. #lessonsfromlastnight,2014-09-14,2014-09-14
"@MasonJarJacket Make these three really deliciously easy drinks by mixing Smirnoff Peach with lemonade, iced tea, or pineapple juice!",2014-09-15,2014-09-14
RT @peachespulliam: Loved hanging out with my ladies at the @SmirnoffUS Ice #LadiesWithGame tailgate – the #preparada with #SmirnoffIce Gre…,2014-09-15,2014-09-14
Something new is coming from Smirnoff that will make your face do...well...a lot of this.,2014-09-17,2014-09-14
RT @buzzfeedpartner: Here's how to throw an epic football viewing party:,2014-09-18,2014-09-14
RT @asubtlerevelry: We made alphabet ice cubes - they're my new favorite! @SmirnoffUS #ladieswithgame,2014-09-19,2014-09-14
"New Smirnoff Sours. Looks like a neon party in normal light, glows under black light. Yup, neon parties are a thing.",2014-09-19,2014-09-14
"If you're hating on my team, just can it. #LadiesWithGame",2014-09-23,2014-09-21
We’re pretty into the Moscow Mule. Maybe because Smirnoff invented it. Or maybe just because it’s delicious.,2014-09-23,2014-09-21
"This is #MYFACEWHEN I tried a shot of new Smirnoff Sours with you, and you, and you...and that guy.",2014-09-24,2014-09-21
Plan your exit strategy. Drink Responsibly.,2014-09-25,2014-09-21
RT @buzzfeedpartner: You know your party was a success when there's no leftovers in your fridge:,2014-09-26,2014-09-21
"Friday, I've been waiting all week for you.",2014-09-26,2014-09-21
It’s Sours Saturday. This is #MYFACEWHEN kickoff is about to go down and the team needs our best game faces.,2014-09-27,2014-09-21
When you and your best friend actually like the same team. #LadiesWithGame,2014-09-28,2014-09-28
"I’ll be checking the game between appetizers, and more appetizers. #LadiesWithGame",2014-09-29,2014-09-28
Sours Hour. Like Happy Hour just later and sour-er. Like #MYFACEWHEN I tried Smirnoff Sours Green Apple the 1st time.,2014-10-01,2014-09-28
It's time to get your game face on. This is #MYFACEWHEN I tried Smirnoff Sours Green Apple for the first time.,2014-10-02,2014-09-28
RT @PAWineSpirits: Planning a fall party? @Smirnoff has you covered with endless cocktail recipes like the Wild Raspberry Cosmo!,2014-10-06,2014-10-05
"This drink may look fancy, but it's still totally acceptable to sip it while wearing a jersey. #LadiesWithGame",2014-10-06,2014-10-05
RT @peachespulliam: Having fun celebrating with the girls for #LadiesWithGame at this #SmirnoffIce event.,2014-10-07,2014-10-05
"#MYFACEWHEN it’s 10pm, time for Sours Hour, with a shot of new Smirnoff Sours Watermelon. Happy Hour is SO last week.",2014-10-08,2014-10-05
"Hut, Hut, shot! This is #MYFACEWHEN my Sour Face is my game face.",2014-10-09,2014-10-05
@mulysa32 It is – cheers to #LadiesWithGame!,2014-10-10,2014-10-05
"This drink may be a little over the top, but that's why it fits in here at the Texas State Fair. Come try one, y'all.",2014-10-11,2014-10-05
Our favorite way to have a Bloody Mary? With a little spice and a lot of friends.,2014-10-12,2014-10-12
We played. We conquered. We celebrated #MYFACEWHEN I tried a shot of new Smirnoff Sours Watermelon yesterday.,2014-10-12,2014-10-12
Someone needs to step up her defense.,2014-10-14,2014-10-12
My fantasy team brought it this week. Let’s celebrate with a Screwdriver Sunrise. #LadiesWithGame,2014-10-15,2014-10-12
"Hut, Hut, shot! This is #MYFACEWHEN my Sour Face is my game face after a shot of new Smirnoff Sours.",2014-10-16,2014-10-12
You're just three ingredients away from a totally classy evening.,2014-10-16,2014-10-12
"RT @CharissaT: Loving #smirnoffice event in CA celebrating #LadiesWithGame Game faces!! Fun chicks, good times. #DrinkResponsibly",2014-10-17,2014-10-12
#MYFACEWHEN my Sour Face is my game face when my team dominates the grid iron tomorrow.,2014-10-17,2014-10-12
RT @CharissaT: Had a blast w/ #LadiesWithGame last night at the #SmirnoffIce event. Oh &amp; best part had my own Sangria de la Charissa,2014-10-17,2014-10-12
"My team better win this week. If not, at least I’ve got my crazy good Easy Green. #LadiesWithGame",2014-10-19,2014-10-19
We played. We conquered. We celebrated with #MYFACEWHEN I tried a shot of new Smirnoff Fruit Punch yesterday.,2014-10-19,2014-10-19
"Try this true Smirnoff original, the Moscow Mule: vodka, ginger beer, &amp; lime all inside a charming copper mug.",2014-10-22,2014-10-19
"RT @SugarAndCloth: My modern take on a football watch party, rooftop style with @smirnoffUS! #LadiesWithGame #Sponsored",2014-10-22,2014-10-19
RT @JenHale504: Great time w/ the girls at #LadiesWithGame #Nola tailgate! Even have my own #SmirnoffIce cocktail: Hale Mary Bellini!,2014-10-24,2014-10-19
A zombie stock broker? A unicorn dancer? #MYFACEWHEN I realized my Sour Face will be the best costume on the 31st.,2014-10-24,2014-10-19
"Guys, it's pretty much a fruit salad you can drink. So why not?",2014-10-26,2014-10-26
@CRMM9 Great creation – Cheers to you!,2014-10-27,2014-10-26
"Now here's a decision you can't mess up: Cranberry juice, citrus soda, or lemonade?",2014-10-28,2014-10-26
"#MYFACEWHEN I remembered #Halloween is in two days, and my Sour Face will be the best costume.",2014-10-29,2014-10-26
The only thing better than #Halloween being on a Friday is #MYFACEWHEN my Sour Face is my costume.,2014-10-31,2014-10-26
Be the designated driver A.K.A designated party hero. Please drink responsibly.,2014-10-31,2014-10-26
RT @JenHale504: Had a great time showing the #LadiesWithGame around #Nola! No city throws a better tailgate! #SmirnoffIce,2014-10-31,2014-10-26
So ready for the game and yummy game day drinks. What will you be sipping on today? #LadiesWithGame,2014-11-02,2014-11-02
We fit dozens of easy drinks and one annoyingly catchy song into this 30-second video. Magic!,2014-11-03,2014-11-02
"Hut one, hut two, hut three, SHOT! This is #MYFACEWHEN my Sour Face is my game face after a shot of Smirnoff sours.",2014-11-06,2014-11-02
Today is somebody's Mom's birthday. Celebrate the fact that she exists with these easy fall-friendly drinks!,2014-11-07,2014-11-02
I'm the MVP of today's tailgate. #LadiesWithGame,2014-11-08,2014-11-02
If I'm not cheering then I'm probably snacking. Which tailgate treats are you enjoying with your Ice? #LadiesWithGame,2014-11-09,2014-11-09
Smirnoff is for Jimmy Kimmel &amp; your cousin Jimmy who watches Kimmel on @jimmykimmellive. Watch the comical proof:,2014-11-11,2014-11-09
Here's to the Kissed Caramel #Appletini. Just when you thought Appletinis couldn’t get any manlier or more delicious.,2014-11-12,2014-11-09
RT @buzzfeedpartner: “Clearly your defense has never been fishing. They know nothing about tackle.”,2014-11-14,2014-11-09
"Hut one, hut two, hut three, SHOT! This is #MYFACEWHEN my Sour Face is my game face after a shot of Smirnoff Sours.",2014-11-14,2014-11-09
Pretend it’s National Kissed Caramel Mule Day by making a delicious #drink or kissing a mule made of caramel.,2014-11-14,2014-11-09
This is #MYFACEWHEN I’m headed home safely after a night with a shot of Smirnoff Sours.,2014-11-15,2014-11-09
RT @buzzfeedpartner: It's the best day of the week...aka GAME DAY! Are you ready?,2014-11-16,2014-11-16
Show us your skills! What drink can you make without taking your eyes off the game? #LadiesWithGame,2014-11-16,2014-11-16
RT @buzzfeedpartner: Still recovering from yesterday's football game? You're not alone:,2014-11-17,2014-11-16
The Kissed Caramel Mule is the official #drink of people who like caramel flavored Moscow Mules. Or just mules.,2014-11-18,2014-11-16
"The Moscow Mule - originally created with Smirnoff and easily recreated by everyone: Vodka, ginger beer, and lime.",2014-11-19,2014-11-16
"Sours Hour, just like happy hour, but way later and way sour-er. This is #MYFACEWHEN I tried a shot of Smirnoff Sours",2014-11-20,2014-11-16
The perfect #fall #drink for 7 of your closest friends or 7 complete strangers who you want to be friends with.,2014-11-21,2014-11-16
It’s new. It’s a shot. And this is #MYFACEWHEN I tasted the sour.,2014-11-22,2014-11-16
The less time you spend making drinks the more time you can spend cheering. Who are you rooting for? #LadiesWithGame,2014-11-23,2014-11-23
Kissed Caramel is the best thing to happen to cider since the invention of warmth. #Thanksgiving,2014-11-25,2014-11-23
Home for Thanksgiving. Time to show off #MYFACEWHEN I tried a shot of Smirnoff Sours.,2014-11-26,2014-11-23
"Tomorrow we drop stuffing into turkeys. Tonight, we drop shots of Kissed Caramel into glasses of hard cider.",2014-11-26,2014-11-23
"Turkey prepped, table’s set, and this no-frills drink is one your friends and family won’t forget.",2014-11-27,2014-11-23
Celebrate surviving #BlackFriday or totally avoiding the whole Black Friday thing with these easy #drinks.,2014-11-28,2014-11-23
RT @OneThousandOut: #MYFACEWHEN I tried a shot of new Smirnoff Sours. #paid,2014-11-28,2014-11-23
RT @buzzfeedpartner: 11 Emotions Every Football Fan Knows All Too Well:,2014-11-29,2014-11-23
"Don’t call your ex, call a cab. Please drink responsibly.",2014-11-30,2014-11-30
Celebrate the start of December with an easy delicious drink. Or the end of November if you hate mustaches.,2014-12-02,2014-11-30
"Ready to celebrate? Get the new Moscow Mule, only in our Celebration Collection.",2014-12-05,2014-11-30
Need a holiday drink recipe? Watch #BarRescue on @SpikeTV at 9p EST on 12/7 and learn a few Smirnoff classics.,2014-12-07,2014-12-07
This drink satisfies both the home and away crowd. #LadiesWithGame,2014-12-07,2014-12-07
Apple Pie Punch is great when your friends invite friends and their friends invite everybody. #easydrinks,2014-12-09,2014-12-07
"Apple Pie Punch is the deliciously simple, unofficial drink of people who like delicious baked goods. #easydrinks",2014-12-12,2014-12-07
RT @larasebastian: #MYFACEWHEN I turn down and pucker up! #Smirnoff #Sours #Paid #larasebastian,2014-12-12,2014-12-07
How to dress up your cocktail party.,2014-12-14,2014-12-14
Our new Strawberry Bellini. A present you unscrew instead of unwrap.,2014-12-15,2014-12-14
@__ashliesue Try contacting customer service at 1.866.548.1544 or smirnoff@consumer-care.net to see where to find it nearest you. Cheers!,2014-12-16,2014-12-14
@brianlewisgames Sorry to hear that! Please contact Customer Service at smirnoff@consumer-care.net or 1.866.548.1544 so they can assist.,2014-12-19,2014-12-14
"@CassideeMarie4 If you're having trouble locating Sours, contact Customer Service at smirnoff@consumer-care.net or 1.866.548.1544. Cheers!",2014-12-19,2014-12-14
Green apple. A great reason to take a timeout. #LadiesWithGame,2014-12-21,2014-12-21
"Make sure the party never fizzles with this yummy, easy-to-make holiday drink.",2014-12-22,2014-12-21
