tweet,date,weekStarting
"Bring on the weekend with BACARDI Limon, BACARDI Tangerine, and your backyard party. #LaborDay",2015-09-05,2015-08-30
Soak up the sun. Drink up the BACARDI. #LaborDay,2015-09-05,2015-08-30
"With every dance, a toast. With every toast, a salute to summer. #LaborDay",2015-09-06,2015-09-06
"Our recipe for a #LaborDay party: BACARDI Limon, lemonade, and license to rally till Tuesday.",2015-09-06,2015-09-06
Ending the summer on a high note that’ll last all year. #LaborDay,2015-09-07,2015-09-06
BACARDI on ice. Weekend on fire. #LaborDay,2015-09-07,2015-09-06
Never settle for less than #Superior.,2015-09-09,2015-09-06
"Raise a football, raise a glass - football season is here at last.",2015-09-10,2015-09-06
@candiicecaitlyn Just day dreaming about the BACARDI Limonade. Can you blame him?,2015-09-11,2015-09-06
"BACARDI Limon, spearmint, simple syrup, soda, lemon and lime make this a Saturday classic.",2015-09-12,2015-09-06
Our #MondayMotivation? Planning Friday night.,2015-09-14,2015-09-13
Carrying the Lolla vibes to #TomorrowWorld next week. Our kind of #TBT.,2015-09-17,2015-09-13
Life is short. Make it #superior.,2015-09-17,2015-09-13
The crowd-pleasing drink to turn any day into a killer Friday night.,2015-09-18,2015-09-13
"Make #NationalRumPunchDay a weekend-long party, stock up now.",2015-09-19,2015-09-13
"Punch up lazy Sundays with BACARDI Select, Campari, lime, and pineapple. #NationalRumPunchDay #RumDayBest",2015-09-20,2015-09-20
"Imagine a device that could unlock the most epic, unrestricted festival experience. #TomorrowWorld",2015-09-23,2015-09-20
A tee that stands out deserves to be rocked by a man who’s not afraid to: Parker from @sundayfundayz. #TomorrowWorld,2015-09-24,2015-09-20
The Untameable Tee. The key to the most next-level #TomorrowWorld experience.,2015-09-24,2015-09-20
Tomorrow awaits. #TomorrowWorld,2015-09-24,2015-09-20
Science says summer ends today. We say summer vibes rally on.,2015-09-24,2015-09-20
The Untameable Tee is charged up. So is Parker and his crew. Let’s set this thing off. #TomorrowWorld @sundayfundayz,2015-09-25,2015-09-20
@sundayfundayz's Parker crushing it at #TomorrowWorld ?: @sundayfundayz,2015-09-25,2015-09-20
Come for the Cuba Libres. Stay for the flair. #BacardiTour #TomorrowWorld,2015-09-26,2015-09-20
The party is only beginning. #TomorrowWorld,2015-09-26,2015-09-20
No VIP? No problem. It's time for a dance off. #TomorrowWorld2015,2015-09-27,2015-09-27
The best vantage point is always above the crowd. #TomorrowWorld2015,2015-09-27,2015-09-27
The night is far from over. Fuel your night at the BACARDI bar. #TomorrowWorld2015,2015-09-27,2015-09-27
What’s better than being at #TomorrowWorld2015? Being a DJ at #TomorrowWorld2015,2015-09-27,2015-09-27
The stage isn't dark yet. Get after it. #TomorrowWorld,2015-09-28,2015-09-27
"Bar banter episode no. 4. Him: “If all fails, then run.” Her: “If all fails, then RUM!”",2015-09-30,2015-09-27
Creativity comes to life as @alunageorge kicks off our Untameable Artist house party series #HouseofAlunaGeorge,2015-09-30,2015-09-27
Passion. Creativity. Unstoppable energy. Discover artists with an Untameable spirit.,2015-09-30,2015-09-27
RT @NoiseyMusic: T minus ten minutes until we hang with #Bacardi Untameable Artist @alunageorge. Get ready!,2015-10-01,2015-09-27
"Check out BACARDÍ Untameable Artist, @alunageorge live at 7:50 EST on @NoiseyMusic's Periscope. #HouseofAlunaGeorge",2015-10-01,2015-09-27
"Tonight in NYC, @alunageorge unveils something amazing at our Untameable Artist House Party. #HouseofAlunaGeorge",2015-10-02,2015-09-27
The stage is set for an epic house party with @alunageorge #HouseofAlunaGeorge,2015-10-02,2015-09-27
.@alunageorge: a passion for music. And the hustle for so much more. #Bacardi #HouseofAlunaGeorge,2015-10-02,2015-09-27
The @alunageorge signature cocktail featured at tonight’s Untameable Artist Series House Party. #HouseofAlunaGeorge,2015-10-02,2015-09-27
The @alunageorge curated playlist to inspire your Saturday night:,2015-10-03,2015-09-27
.@alunageorge took the covers off an epic project at last night’s house party. See more:,2015-10-03,2015-09-27
"Keep the weekend going with the @alunageorge inspired cocktail, ""An Englishman In New York."" #HouseofAlunaGeorge",2015-10-04,2015-10-04
Unleash your creativity. #HouseofAlunaGeorge,2015-10-05,2015-10-04
"Watch what chef @JoseEnriquePRfinds in Jamaica! Join him to discover Jamaican food, cocktails and music.",2015-10-09,2015-10-04
".@runjewels' passions extend from the stage to the shears, and they’re using our house party to show the world.",2015-10-09,2015-10-04
The night is young. Time for a BACARDI Knight Cup.,2015-10-10,2015-10-04
"Here’s to the irrepressible spirits, those who know there’s nothing in the way. #BacardiHouseParty",2015-10-12,2015-10-11
.@runjewels won't be confined. Opening barbershops and getting 1 step closer to their fans. #BacardiHouseParty,2015-10-12,2015-10-11
.@runjewels' playlist made for an epic house party. Get it here:,2015-10-13,2015-10-11
Music isn't enough for @runjewels so they unveiled their next creative venture at #HouseofJewels. #BacardiHouseParty,2015-10-13,2015-10-11
"ICYMI: Watch what Chef @JoseEnriquePR finds in Jamaica. Food, cocktails, music and more @nyamjamfestival",2015-10-13,2015-10-11
Future is tipping his hat to reveal his latest passion beyond the stage at the #BacardiHouseParty.,2015-10-17,2015-10-11
Start your week with a Future sponsored playlist from last week's #BacardiHouseParty:,2015-10-19,2015-10-18
.@1future is hustling his way to the top. #BacardiHouseParty,2015-10-21,2015-10-18
RT @alunageorge: I unveiled some of my artwork for the #BacardiHouseParty. Thank you for an amazing night @Bacardi,2015-10-21,2015-10-18
.@1future? told us to never take no for an answer at last week's #BacardiHouseParty.,2015-10-22,2015-10-18
Hats off to this @1future inspired cocktail - The DS2: BACARDI Ocho &amp; Lemon Lime Soda. #BacardiHouseParty,2015-10-22,2015-10-18
RT @lolawolfband: Throwing a #BacardiHouseParty gig 2mrw in Miami.First 50 ppl to RSVP r in!,2015-10-22,2015-10-18
Lolawolf is always hustling -- we'll reveal what's on deck at our #BacardiHouseParty.,2015-10-23,2015-10-18
A playlist curated by Lolawolf to accompany you on the hustle to the top:,2015-10-29,2015-10-25
You know a legendary party when you see it. #BacardiHouseParty,2015-10-29,2015-10-25
"@CreativePlayer2, we’re ready to turn up. Are you?",2015-10-30,2015-10-25
What happens when there’s nothing in the way? We one-up every party in history. #BacardiHouseParty,2015-10-30,2015-10-25
@DJMikeNasty Thanks for the shoutout! Keep the party rolling.,2015-10-30,2015-10-25
".@Donttestthebest We’re just pumped we got invited to the party with the Ice Princess aka @azealiabanks. BACARDI and cola, anyone?",2015-10-30,2015-10-25
Inspired by Lolawolf - a cocktail for your next #BacardiHouseParty: The Loop.,2015-10-30,2015-10-25
"RT @RCity: Hey Philly, we just landed! Get ready cause we're coming to shut down the #BacardiHouseParty @BACARDI #WhatDreamsAreMadeOf",2015-10-31,2015-10-25
"This Halloween, drink a Transylvania: BACARDI Superior, St. Germain, cranberry juice, and lime.",2015-10-31,2015-10-25
Our logo is a bat. It's Halloween. Get it? Buy BACARDI on Halloween.,2015-10-31,2015-10-25
RT @Chromeo: This is us dressing as each other at the #BacardiHouseParty in Philly ?? @BACARDI,2015-11-01,2015-11-01
Just our lil' house on the semi truck. #BacardiHouseParty ?: @artmurri,2015-11-01,2015-11-01
"RT @ComplexMag: Last night in Philly was insane thanks to @bacardi, @chromeo and @rcity #bacardihouseparty",2015-11-01,2015-11-01
"The Thomas bros of @RCity co-wrote ""Pour It Up"" so we poured it up. With BACARDI. #BacardiHouseParty @colinkerrigan",2015-11-04,2015-11-01
"@MeLoXTRA, ain’t no party like a pick up truck party, cuz a pick up truck BACARDI party don’t stop.",2015-11-05,2015-11-01
@OutSideDBox1 Lookin’ good. We’re glad Gotham is in good hands.,2015-11-05,2015-11-01
Don't try to control your inspiration. Cheers to Lolawolf bringing their passion project to our #BacardiHouseParty!,2015-11-05,2015-11-01
"@jazzyeg16, no no no you da best.",2015-11-05,2015-11-01
"@ShannnSmith, anything to keep it ?",2015-11-05,2015-11-01
"@my8lovingkids, trust us, it really is Sooooooo good.",2015-11-05,2015-11-01
@GracieCarroll we do love being part of a good turn up.,2015-11-05,2015-11-01
"@artmurri, thanks for bringing the vibes!",2015-11-05,2015-11-01
"Philly was the first stop, but not the last. The BACARDI House Party drives on. Next up: D.C. #BacardiHouseParty",2015-11-06,2015-11-01
No cooler? No problem. Consider the whole house your bar. #BacardiHouseParty,2015-11-07,2015-11-01
No plans? Pour yourself a BACARDI Black and ginger beer and rally the guys. #BacardiHouseParty ?: @colinkerrigan,2015-11-08,2015-11-08
Every bottle is a legendary house party waiting to be unleashed. #BacardiHouseParty ?: Artmurri Creative,2015-11-17,2015-11-15
"The better the drinks, the better the party. #BacardiHouseParty",2015-11-18,2015-11-15
"Here’s to the irrepressible spirits, those who know there’s nothing in the way. #BacardiHouseParty ?: @HannahSider",2015-11-19,2015-11-15
"There’s nobody in music who's had a stronger year than Nayvadius DeMun Wilburn, better known as @1future?.",2015-11-20,2015-11-15
"When BACARDI throws a house party, the unexpected is always invited. #BacardiHouseParty",2015-11-20,2015-11-15
RT @highsnobiety: It's about to pop off at the #BacardiHouseParty in Atlanta. @BACARDI,2015-11-21,2015-11-15
It's not a house party until you break out the BACARDI. #BacardiHouseParty ?: @ilitchpeters,2015-11-21,2015-11-15
"RT @MeekMill: It’s been real, Atlanta. #BacardiHouseParty was lit! @bacardiusa",2015-11-21,2015-11-15
"RT @MeekMill: S/O to ATL! Welcome to the #BacardiHouseParty, party. @BACARDI",2015-11-21,2015-11-15
There's no limit to where a house party can take you. #BacardiHouseParty ?: @TravisJensen,2015-11-21,2015-11-15
The difference between Thanksgiving and Friends-giving is in what you drink. #BacardiHouseParty ?: @wrongrob,2015-11-22,2015-11-22
RT @highsnobiety: Here's to a stellar weekend in Atlanta at the #BacardiHouseParty. Cheers @BACARDI!,2015-11-23,2015-11-22
Bring your friends something unexpected and start a new Thanksgiving tradition. #BacardiHouseParty ?: @lesliekirch,2015-11-25,2015-11-22
Be the guest that gets invited back. Bring BACARDI to your Friends-giving. #BacardiHouseParty  ?: @lesliekirch,2015-11-25,2015-11-22
Rally like it’s Friday with a Thanksgiving punch. ?: @_tamarapeterson,2015-11-26,2015-11-22
"No one is telling Lolawolf what to do, and their art proves it. #BacardiHouseParty",2015-11-27,2015-11-22
Do Black Friday your way with a BACARDI and cola. #BacardiHouseParty,2015-11-28,2015-11-22
They’ll come for the drinks. But they’ll stay for the remote-controlled pizza. #BacardiHouseParty,2015-11-28,2015-11-22
"If you have the passion and  you have the conviction, go for it.” - Killer Mike of Run The Jewels",2015-12-02,2015-11-29
"A dancing disco ball, a surprise electric guitar duel, and Meek Mill. Atlanta set the bar high. #BacardiHouseParty",2015-12-02,2015-11-29
RT @THEREALSWIZZZ: #NoCommission ART FAIR Miami ?? #TheDeanCollection #bacardihouseparty see you all tomorrow…,2015-12-03,2015-11-29
A full house is a house that rocks.  #TheDeanCollection #NoCommission #BacardiHouseParty,2015-12-04,2015-11-29
"@WeirichT, Every night is a good one for BACARDI!",2015-12-04,2015-11-29
"@MACKONTHERADIO, Great having you on the mic! #BacardiHouseParty",2015-12-04,2015-11-29
We're in Miami w/ @therealswizzz - follow #BacardiHouseParty for what's going on. #TheDeanCollection #NoCommission,2015-12-04,2015-11-29
Unstoppable people use criticism to fuel their fire. #TheDeanCollection #NoCommission #BacardiHouseParty,2015-12-04,2015-11-29
The name of the game in the art world is persistence. #BacardiHouseParty #TheDeanCollection #NoCommission,2015-12-04,2015-11-29
Never be satisfied with just mixed drinks. #BacardiHouseParty #TheDeanCollection #NoCommission,2015-12-04,2015-11-29
Miami turned up BACARDI style last night. #TheDeanCollection #NoCommission #BacardiHouseParty,2015-12-04,2015-11-29
Pursuing passion looks like 55 miles of thread to Gabriel Dawe. #TheDeanCollection #NoCommission #BacardiHouseParty,2015-12-04,2015-11-29
You know a good song is coming when the phones go up. #BacardiHouseParty #TheDeanCollection #NoCommission,2015-12-05,2015-11-29
DJ Esco broke it down for us at the #BacardiHouseParty. #TheDeanCollection #NoCommission,2015-12-05,2015-11-29
@K_McGlinchey Thanks for stopping by the party! #BacardiHouseParty,2015-12-05,2015-11-29
Passion means devoting 14 months to a masterpiece. #TheDeanCollection #NoCommission #BacardiHouseParty,2015-12-05,2015-11-29
Passionate artists. No gallery fees. Welcome to our #BacardiHouseParty! #NoCommission #TheDeanCollection,2015-12-05,2015-11-29
RT @THEREALSWIZZZ: Performing tonight #TheDeanCollection #NoCommission #BacardiHouseParty Miami we Lit making…,2015-12-05,2015-11-29
RT @PUSHA_T: Miami ! I'm here !!! @BACARDI x @THEREALSWIZZZ event ! @EscoMoeCity getting it going,2015-12-05,2015-11-29
The night doesn’t have to end when the lights go up. #TheDeanCollection #NoCommission #BacardiHouseParty,2015-12-05,2015-11-29
Lovers make you happy. Haters make you better. #TheDeanCollection #NoCommission #BacardiHouseParty,2015-12-05,2015-11-29
Classic Cuba Libres for classic house parties. #BacardiHouseParty #NoCommission #TheDeanCollection,2015-12-06,2015-12-06
Recreate the taste of endless summer. Beach not required. #BacardiHouseParty #TheDeanCollection #NoCommission,2015-12-07,2015-12-06
Give critics license to motivate you. #TheDeanCollection #NoCommission #BacardiHouseParty,2015-12-07,2015-12-06
Hustling to the top is never without harsh criticism. #TheDeanCollection #NoCommission #BacardiHouseParty,2015-12-08,2015-12-06
"@Nikki305Tv, What a compliment! We’re glad you had a good time.",2015-12-08,2015-12-06
They say everything good must end. Except these Miami vibes. #BacardiHouseParty #TheDeanCollection #NoCommission,2015-12-08,2015-12-06
Throw a disco ball over your head and own the party. #BacardiHouseParty,2015-12-12,2015-12-06
With so many ways to fail come so many ways to succeed. #BacardiHouseParty,2015-12-14,2015-12-13
Successful holiday house parties include BACARDI 8 Rum Punch. Pick up a bottle of BACARDI for your party.,2015-12-17,2015-12-13
"Fuel unpredictable holiday parties with BACARDI and a kick of ginger beer, lime &amp; simple syrup. #BacardiHouseParty",2015-12-18,2015-12-13
"Art, music, and nonstop dancing. Miami ended the #BacardiHouseParty tour with a bang to last till next year.",2015-12-18,2015-12-13
Bring some unexpected spice to your holiday parties. #BacardiHouseParty,2015-12-19,2015-12-13
2015 was the year of the Mojito. Don’t believe us? Google it. #YearInSearch,2015-12-19,2015-12-13
Who dares embrace glitches and obsolete equipment to make music? Lolawolf does. #BacardiHouseParty,2015-12-21,2015-12-20
"Passion breeds passion. For Killer Mike, that’s the down-home appeal of a barbershop. #BacardiHouseParty",2015-12-22,2015-12-20
What sets Future apart from other rappers is his fedora hat. So he hustled a brand out of his hallmark.,2015-12-22,2015-12-20
Deck the halls with boughs of Bacardi Gold and Eggnog. #BacardiHouseParty,2015-12-25,2015-12-20
Bring Bacardi to your next holiday party and unleash the reindeer games. #BacardiHouseParty,2015-12-26,2015-12-20
Fa la la la la la la la la! #BacardiHouseParty,2015-12-26,2015-12-20
Act like you’re home for the holidays. #BacardiHouseParty,2015-12-27,2015-12-27
Have the time of your life. Again and again. #BacardiHouseParty,2015-12-30,2015-12-27
"Own the night. No fancy-pants NYE party required, just BACARDI. #BacardiHouseParty",2015-12-31,2015-12-27
It’s going to be a good year according to last night.  #BacardiHouseParty,2016-01-01,2015-12-27
When you bring BACARDI to your NYE party &amp; there are so many photos you post the whole month. #BacardiHouseParty,2016-01-03,2016-01-03
"Despite the mess, the drinks always remain beautiful. Make one: BACARDI Superior &amp; cola. #BacardiHouseParty",2016-01-23,2016-01-17
BACARDÍ and Cola 2 Lime Wedges 1 Part BACARDÍ Superior Rum 2 Parts Cola,2016-02-05,2016-01-31
"Everything on this table tastes good. (Minus the pom-poms, plastic footballs, and foam finger.) #BacardiHouseParty",2016-02-06,2016-01-31
The BACARDI bottle photobombed all of our party shots this weekend. #rude #BacardiHouseParty,2016-02-07,2016-02-07
BACARDÍ Hurricane 1 part BACARDÍ Superior 1 part BACARDÍ Black  3/4 part OJ 3/4 part Sour Mix  3/4 part Grenadine,2016-02-08,2016-02-07
The best bottle for Mardi Gras is obviously BACARDI Gold. Look how well it matches these beads. #BacardiHouseParty,2016-02-10,2016-02-07
Please tell us you don’t look at this and fall in love. Pick up a bottle for the weekend. #BacardiHouseParty,2016-02-12,2016-02-07
? Pick up a bottle of BACARDI for the weekend. No strings attached. ? #BacardiHouseParty,2016-02-13,2016-02-07
"If you’re single, make one BACARDI Daiquiri. If “it’s complicated,"" make 3: BACARDI Superior, lime, &amp; sugar.",2016-02-14,2016-02-14
Roses are red. Violets are blue. Buy a bottle of BACARDI for your boo.  #BacardiHouseParty,2016-02-14,2016-02-14
"Because the music award show that shall not be named is on, we're drinking BACARDI, cola, &amp; lime. #BacardiHouseParty",2016-02-15,2016-02-14
Countertops are great for fitting everyone in a square and making BACARDI Daiquiris. #BacardiHouseParty,2016-02-21,2016-02-21
"If you don’t like this post, a leprechaun will disappear. Just kidding, buy BACARDI. #BacardiHouseParty",2016-03-11,2016-03-06
BACARDI Mojito  2 Parts BACARDI Superior 1 Part Soda Water 12 Mint Leaves 4 Lime Wedges  2 tsp Sugar  Crushed Ice,2016-03-15,2016-03-13
Real friends let friends eat with their face &amp; drink with their eyes. Make a Mojito for everyone.,2016-03-16,2016-03-13
Glasses of BACARDI out on the living room dance floor. Go out less and stay in more. #BacardiHouseParty,2016-03-18,2016-03-13
If any photo perfectly described green with envy it would be this. Look at him eyeing that drink #BacardiHouseParty,2016-03-18,2016-03-13
Sometimes hiding your BACARDI in plain sight doesn’t work. The easiest solution is to buy more! #BacardiHouseParty,2016-03-19,2016-03-13
Doesn’t matter how cold it is. If you have 15 friends you can pretend it’s summer while you drink BACARDI inside.,2016-03-20,2016-03-20
BACARDI Limonade 1 part BACARDI Limon 3 parts Lemonade,2016-03-23,2016-03-20
"Halfway into the game, we renamed the food table the Sky Box for people who couldn’t see the TV. #BacardiHouseParty",2016-03-27,2016-03-27
Shingo Gokan never let anything get in the way of becoming a master bartender.  #BacardiLegacy,2016-04-14,2016-04-10
Never give up. Ran Duan’s advice for aspiring bartenders heading into  #BacardiLegacy.,2016-04-20,2016-04-17
Jillionaire &amp; Walshy Fire curated a playlist inspired by 20 cocktails for #BacardiLegacy:,2016-04-22,2016-04-17
"#BacardiLegacy Global Cocktail Competition kicks off in San Fran. 36 bartenders from around the world, 1 champion.",2016-04-23,2016-04-17
"Celebratory cocktails all around for these guys, the semi-finalists at #BacardiLegacy!",2016-04-24,2016-04-24
"Congrats to Gn Chan and his signature cocktail, ""Vencermos"" for winning at this year’s #BacardiLegacy!",2016-04-25,2016-04-24
Check out this playlist curated by Chromeo for the #BacardiHouseParty at the Derby infield:,2016-05-06,2016-05-01
"If you missed the #BacardiHouseParty at the Derby this weekend, come find us at Gov Ball 6/3-6/5. #tbt",2016-05-12,2016-05-08
Noise complaint? No problem. Soundproof your house to party past your neighbor’s bedtime. #BacardiHouseParty,2016-05-19,2016-05-15
"Fast-forward to summer: BACARDI Limon, Raspberry, and Superior, grenadine, sweet &amp; sour mix, and cranberry juice.",2016-05-21,2016-05-15
Your dance partner is anyone who’s drinking the same Old Cuban. #greatmindsdrinkalike,2016-05-21,2016-05-15
"No good night began w/ staying home alone. Make Old Cubans: BACARDI 8 Anos, champagne, syrup, lime, bitters, &amp; mint.",2016-05-24,2016-05-22
These hips don’t lie. BACARDI Citrus Rum Punch tastes amazing.,2016-05-26,2016-05-22
All it takes is a throwback jam to turn strangers into friends. Buy your new friends a BACARDI Daiquiri.,2016-05-27,2016-05-22
We named this drink #BrightandSunnyPunch after the days you’re supposed to drink it. #nobrainer #MDW,2016-05-28,2016-05-22
BACARDI Gran Reserva Maestro de Ron. Translation: the top-shelf rum we save for the end of the night.,2016-05-30,2016-05-29
Sunday night is your second chance to toast the people you missed on Saturday night. #MDW,2016-05-30,2016-05-29
Cue the cha-cha-cha and make yourself a BACARDÍ Pomegranate Mojito.,2016-06-03,2016-05-29
Just because the concert was sold out it doesn’t mean we won’t rock out. #BacardiHouseParty,2016-06-03,2016-05-29
.@courtneymelba playing #GovBallNYC makeup show tonight @RoughTradeNYC.  Free show - doors @ 8:30!,2016-06-05,2016-06-05
.@VicMensa is throwing a rain check #GovBallNYC show tonight @WebsterHall doors at 9pm.,2016-06-05,2016-06-05
Bummed about #GovBallNYC? We've got our ears to the ground and will be sharing updates on any pop-up shows around NYC. #BacardiHouseParty,2016-06-05,2016-06-05
So it begins...  @prophetsofrage #GovBallNYC makeup show tonight @WarsawConcerts doors at 8PM,2016-06-05,2016-06-05
".@TDCinemaClub #GovBallNYC makeup show tonight @MusicHallofWB. Box office opens at 6:00pm, doors open at @ 8:00pm!",2016-06-05,2016-06-05
We bring the tiki. You bring the disco. Make a #TikiRumPunch.,2016-06-11,2016-06-05
"When we’re vibing to the music, we’re drinking to BACARDÍ Old Cubans.",2016-06-12,2016-06-12
Nothing like a BACARDÍ Rum Old Fashioned for a night of good ol’ fashioned fun.,2016-06-21,2016-06-19
"Made for the maestro of the night. Recipe: BACARDÍ Gran Reserva, lemon, sugar, soda. #MaestroCollins",2016-06-23,2016-06-19
No pool? No problem. Break out the sprinklers and revive the backyard party.,2016-06-25,2016-06-19
"For the poolside days ahead, just go for a BACARDÍ Pina Colada: BACARDÍ Superior, coconut water, pineapple, sugar.",2016-06-25,2016-06-19
Find your party zone. Ours is next to the BACARDÍ #RedRumPunch bowl.,2016-06-29,2016-06-26
"Made with a splash of champagne, BACARDÍ 8 Anos and refreshing lime and mint this is the cocktail hour crowdpleaser.",2016-06-30,2016-06-26
@cvasqu1 Cheers! You’ve been chosen to be live and libre with us at our #CubanIndependenceDay party. Check email for details.,2015-05-19,2015-05-17
@un_delice Cheers! You’ve been chosen to be live and libre with us at our #CubanIndependenceDay party. Check email for details.,2015-05-19,2015-05-17
@BlackHolistic Cheers! You’ve been chosen to be live and libre with us at our #CubanIndependenceDay party. Check email for details.,2015-05-19,2015-05-17
@sugarspade Cheers! You’ve been chosen to be live and libre with us at our #CubanIndependenceDay party. Check email for details.,2015-05-19,2015-05-17
No better way to celebrate Cuban Independence Day than with a #CubaLibre.,2015-05-20,2015-05-17
@iamcastillo We're sorry about that. Please DM us for details if you haven't yet received the email.,2015-05-20,2015-05-17
"#AdThrowback: Untameable and evolving. Glad to be a legacy brand that embraces growth, @howveryheather! via @theawsc",2015-05-21,2015-05-17
Hey LA! The #BacardiTour’s in town and giving a chance at #Lollapalooza tickets. Learn more:,2015-05-21,2015-05-17
#CubanIndependenceDay means we celebrate the only way we know: live and libre. Photo credit @Dave_Krugman,2015-05-21,2015-05-17
The people’s choice from the week’s #CubanIndependenceDay event: The Superior Mojito. Enjoy. (PC: @danielkrieger),2015-05-23,2015-05-17
Less than 2 weeks separate you from an untameable #GovBallNYC with Bacardi. Stay patient. #BacardiTour,2015-05-25,2015-05-24
"Ahh, summer is here! For a refreshing cocktail, mix #BacardiLimon + lemonade to make Bacardi Limonade #memorialday",2015-05-25,2015-05-24
"One part #BACARDILimon. Three parts lemonade. The ultimate, refreshing summer cocktail to turn up! #Limonade",2015-05-28,2015-05-24
We’re almost there. 1 week until we take @GovBallNYC by an untameable storm. #BacardiTour,2015-05-29,2015-05-24
"TURN UP! @iHeartRadio keep bringing the heat, we'll bring the cool beverages #iHeartPoolParty #BacardiLimonade",2015-05-30,2015-05-24
"Hey @iHeartRadio, thanks for the invite to your #iHeartPoolParty! We're having a blast",2015-05-30,2015-05-24
".@iHeartRadio When life gives you a pool party, bring #Limonade! Should we TURN UP this #iHeartPoolParty?",2015-05-30,2015-05-24
"We’re hooking it up at the #GovBallNYC BACARDI Bar: drinks, WiFi and the chance for surprises. LET’S HANG.",2015-06-04,2015-05-31
"@kellycampbell_ Thanks for coming! Follow us, we have a surprise for you!",2015-06-05,2015-05-31
"@forrest1175 Thanks for stopping by! Follow us, we have a surprise for you!",2015-06-05,2015-05-31
"Ditch the subway &amp; get to the #GovBallNYC ferry with Uber code BACARDIVIP all weekend, our treat.",2015-06-05,2015-05-31
"@spartacus598 Thanks for stopping by the bus, David! Follow us for a surprise!",2015-06-05,2015-05-31
"Party on, NY! Ubers on us --&gt; to Gov Ball ferry (12-6pm) &amp; wherever the night takes you (10-12am). Code: BACARDIVIP, Manhattan ONLY.",2015-06-05,2015-05-31
@eazyduzPITT Thanks for stopping by! Follow us for a surprise!,2015-06-05,2015-05-31
We have arrived! Tag your #GovBallNYC pics with #BacardiTour and you could get lucky. Very lucky.,2015-06-05,2015-05-31
"@butterfield You're welcome, Adam! Follow us, we have a surprise for you!",2015-06-05,2015-05-31
"@xluiscruz Thanks for stopping by! Follow us, we have a surprise you. :)",2015-06-05,2015-05-31
"@GLENCARNEYJR Thanks for stopping by, follow us for a surprise!",2015-06-05,2015-05-31
"It’s time, people! Use @uber_nyc code BACARDIVIP to ride to the #GovBallNYC ferry in THIS.",2015-06-05,2015-05-31
RT @DJBooth: Grab a drink and a much better view at the @BACARDI footprint! Share your experiences with #BACARDITour #spon,2015-06-06,2015-05-31
RT @WWMLD: @BACARDI knows how to party! Great #BacardiTour experience! #GovBallNYC,2015-06-06,2015-05-31
@danielle_bhachu Thanks for stopping by the bus! Follow us for a surprise :),2015-06-06,2015-05-31
RT @AnastasiaAshley: Governors Ball with @BACARDI day one was a blast who's going today? #GovBallNYC #BacardiTour #spon,2015-06-06,2015-05-31
"@hellsangelbx We could have some surprises to share. Give us a follow, Manny.",2015-06-06,2015-05-31
"@jasonshander Thanks for stopping by, Jason. Follow us for a surprise.",2015-06-06,2015-05-31
@KwesiMussio Our bartenders think you're pretty awesome too ;) Follow us for a surprise!,2015-06-06,2015-05-31
"@chillhartman This is AWESOME, James! Follow us, we have a surprise for you.",2015-06-06,2015-05-31
Enjoy your time! #BacardiTour,2015-06-06,2015-05-31
"Let’s go places, NY! Uber on us --&gt; to Gov Ball ferry 12-6pm &amp; wherever your after party takes you 10-12am *Manhattan ONLY, code: BACARDIVIP",2015-06-06,2015-05-31
Another day. Another party. Come get your drink on with us #GovBallNYC,2015-06-06,2015-05-31
"@R_KT_ Thanks for stopping by, John. Give us a follow, we have a surprise for you.",2015-06-06,2015-05-31
RT @Misshattan: Having THE best time at #GovBallNYC w/ @bacardi! #BacardiTour,2015-06-07,2015-06-07
"Ubers on us to the Gov Ball ferry 12-6pm &amp; Gov Ball After Dark parties 10-12am (code: BACARDIVIP; Manhattan ONLY, S. of 60th St)",2015-06-07,2015-06-07
"Stay hydrated, Gov Ballers. BACARDI and Colas and water await you at the BACARDI Bar.",2015-06-07,2015-06-07
"@allyzay Thanks for asking, Ally. Ubers are only available from the ferry dock in Manhattan until midnight, s. of 60th street.",2015-06-07,2015-06-07
"@gaikoku37 Thanks for stopping by, Dina. Give us a follow, we may have a surprise up our sleeve.",2015-06-07,2015-06-07
Nightowls and BACARDI bats mingling late at the #GovBallNYC afterparty @WebsterHall #BacardiTour,2015-06-07,2015-06-07
BACARDI &amp; Cola? The BACARDI Bar is calling your name. Photo credit: @highsnobiety #GovBallNYC,2015-06-07,2015-06-07
RT @Uber_NYC: It’s #GovBallNYC weekend and we’ve teamed up with @BACARDI to get you to + from the Randall’s Island ferry—VIP style:,2015-06-07,2015-06-07
"@dana_fleischer Thanks for stopping by, Dana! Follow us and we may have a surprise for you.",2015-06-07,2015-06-07
RT @Uber_NYC: Request your VIP ride to the #GovBallNYC ferry compliments of @BACARDI with code BACARDIVIP.,2015-06-07,2015-06-07
"@CandiceLen Glad you enjoyed your ride to the ferry, Candice! Follow us for another #GovBallNYC surprise :)",2015-06-07,2015-06-07
"@sayzarrr @GovBallNYC Thanks for stopping by, follow us for a surprise.",2015-06-07,2015-06-07
"@chrisbreikss @Uber_NYC Glad we could get you to the ferry in style, Chris. Follow us and we may have a second surprise up our sleeves.",2015-06-07,2015-06-07
"Gov Ball, down. @Lollapalooza, you’re next. Chances to join us at",2015-06-08,2015-06-07
