eventdate,ActionGeo_FullName,tone,ActionGeo_Lat,ActionGeo_Long
2013-09-30,"Le Mars, Iowa, United States",0.3483474520059886,42.7942,-96.1656
2013-09-30,"Allamakee County, Iowa, United States",1.533742331288345,43.2833,-91.3668
2013-09-30,"Delaware County, Iowa, United States",0.0,42.4667,-91.3668
2013-09-30,"Clear Lake, Iowa, United States",0.15757996699700777,43.138,-93.3794
2013-09-30,"Pomeroy Care Center, Iowa, United States",0.314515171895399,42.5433,-94.6805
2013-09-30,"Cedar Rapids, Iowa, United States",0.18126094998180897,42.0083,-91.6441
2013-09-30,"Hawkeye, Iowa, United States",1.35135135135135,42.9386,-91.9502
2013-09-30,"Arlington Cemetery, Iowa, United States",3.80952380952381,40.9975,-95.0097
2013-09-30,"Bremer County Sheriffs Office, Iowa, United States",0.0,42.7272,-92.466
2013-09-30,"Spring Valley, Iowa, United States",3.75494071146245,41.415,-92.4838
2013-09-30,"Rockwell City, Iowa, United States",0.0,42.3953,-94.6339
2013-09-30,"Indianola, Iowa, United States",2.16346153846154,41.358,-93.5574
2013-09-30,"Muscatine, Iowa, United States",1.19047619047619,41.4245,-91.0432
2013-09-30,"Stanford, Iowa, United States",4.03877221324717,42.1944,-93.0702
2013-09-30,"Coralville, Iowa, United States",0.32337170843138413,41.6764,-91.5804
2013-09-30,"Scott County, Iowa, United States",0.5109228473998291,41.6334,-90.6335
2013-09-30,"Elk Horn, Iowa, United States",0.748129675810475,41.5917,-95.06
2013-09-30,"Burlington, Iowa, United States",0.9087501221304325,40.8075,-91.1129
2013-09-30,"Waterloo, Iowa, United States",0.07215007215007213,42.4928,-92.343
2013-09-30,"Clinton County, Iowa, United States",1.0954616588419401,41.8834,-90.5501
2013-09-30,"Belle Plaine, Iowa, United States",2.55731922398589,41.8969,-92.2782
2013-09-30,"Galesburg, Iowa, United States",1.88323917137476,41.5589,-92.9463
2013-09-30,"Council Bluffs, Iowa, United States",0.65727153672151,41.2619,-95.8608
2013-09-30,"Arlington, Iowa, United States",0.15822784810126575,42.7491,-91.6713
2013-09-30,"Ottumwa, Iowa, United States",2.91545189504373,41.02,-92.4113
2013-09-30,"Minburn, Iowa, United States",0.51903114186851,41.7564,-94.0275
2013-09-30,"Franklin County, Iowa, United States",0.35235168855716664,42.7333,-93.2669
2013-09-30,"Plymouth County, Iowa, United States",1.3550135501355,42.7333,-96.2336
2013-09-30,"Blairsburg, Iowa, United States",0.4237288135593225,42.48,-93.643
2013-09-30,"Sioux City, Iowa, United States",0.13946034567096663,42.5,-96.4003
2013-09-30,"Peosta, Iowa, United States",0.849260728452939,42.4506,-90.8504
2013-09-30,"Des Moines, Iowa, United States",0.07370042880264707,41.6005,-93.6091
2013-09-30,"Urbana, Iowa, United States",3.01075268817204,42.2242,-91.8743
2013-09-30,"Webster City, Iowa, United States",0.2576435560211966,42.4694,-93.8161
2013-09-30,"Bremer County, Iowa, United States",0.03787112863545984,42.7666,-92.3168
2013-09-30,"Anamosa, Iowa, United States",0.4297994269340975,42.1083,-91.2852
2013-09-30,"Zearing, Iowa, United States",1.464285714285715,42.1611,-93.2971
2013-09-30,"Cedar Falls, Iowa, United States",1.2052245592369677,42.5278,-92.4455
2013-09-30,"Cherokee, Iowa, United States",0.365853658536586,42.7494,-95.5517
2013-09-30,"Cedar Valley, Iowa, United States",0.8103781738972028,41.7264,-91.2466
2013-09-30,"Georgetown, Iowa, United States",0.617283950617285,41.0128,-92.9552
2013-09-30,"Northeast Iowa Community College, Iowa, United States",1.74346201743462,43.1753,-91.8665
2013-09-30,"Charles City, Iowa, United States",1.36986301369863,43.0664,-92.6724
2013-09-30,"Oskaloosa, Iowa, United States",3.6036036036036,41.2964,-92.6444
2013-09-30,"Cerro Gordo County, Iowa, United States",0.21172374557147092,43.0833,-93.2669
2013-09-30,"Wapello County, Iowa, United States",0.0544069640914035,41.0333,-92.4169
2013-09-30,"Creston, Iowa, United States",1.28755364806867,41.0586,-94.3614
2013-09-30,"Black Hawk County, Iowa, United States",0.003107584578093599,42.4667,-92.3168
2013-09-30,"Wapsie, Iowa, United States",2.77777777777778,42.715,-92.1993
2013-09-30,"Art Building, Iowa, United States",5.76923076923077,43.0822,-96.1684
2013-09-30,"Evansdale, Iowa, United States",0.0,42.4692,-92.281
2013-09-30,"Elkader, Iowa, United States",0.0,42.8539,-91.4054
2013-09-30,"Postville, Iowa, United States",0.6134969325153379,43.0847,-91.5682
2013-09-30,"State Of Iowa, Iowa, United States",1.1194029850746265,42.0003,-93.5005
2013-09-30,"Cedar County, Iowa, United States",0.09706711988959565,41.7667,-91.1335
2013-09-30,"Indian Hills Community College, Iowa, United States",1.8348623853211,41.0447,-92.3946
2013-09-29,"Waterloo, Iowa, United States",0.40151381011402626,42.4928,-92.343
2013-09-29,"Story County, Iowa, United States",2.59403372243839,42.0333,-93.4669
2013-09-29,"Le Mars, Iowa, United States",0.24961502198820718,42.7942,-96.1656
2013-09-29,"Cedar Bluff, Iowa, United States",4.43262411347518,41.7859,-91.3082
2013-09-29,"Hawk Eye, Iowa, United States",0.22075055187637999,42.9386,-91.9502
2013-09-29,"Clear Lake, Iowa, United States",0.2621363981449508,43.138,-93.3794
2013-09-29,"Cedar Falls, Iowa, United States",1.679261125104955,42.5278,-92.4455
2013-09-29,"Delaware County, Iowa, United States",0.3597122302158275,42.4667,-91.3668
2013-09-29,"Wichita, Iowa, United States",0.273224043715847,41.7333,-94.6041
2013-09-29,"Anamosa, Iowa, United States",4.20032310177706,42.1083,-91.2852
2013-09-29,"Cerro Gordo County, Iowa, United States",0.0,43.0833,-93.2669
2013-09-29,"Zearing, Iowa, United States",1.7293558149589268,42.1611,-93.2971
2013-09-29,"Johnson County, Iowa, United States",1.25391849529781,41.6667,-91.5335
2013-09-29,"Council Bluffs, Iowa, United States",0.2603854132083947,41.2619,-95.8608
2013-09-29,"Kirkwood Community College, Iowa, United States",1.004464285714285,41.9122,-91.6535
2013-09-29,"West Liberty, Iowa, United States",4.43262411347518,41.57,-91.2638
2013-09-29,"Appanoose County, Iowa, United States",0.476190476190476,40.7506,-92.8669
2013-09-29,"Burlington, Iowa, United States",0.3201853920536204,40.8075,-91.1129
2013-09-29,"Benton County, Iowa, United States",4.20032310177706,42.0667,-92.0668
2013-09-29,"Sioux City, Iowa, United States",0.06635214469655625,42.5,-96.4003
2013-09-29,"Okoboji, Iowa, United States",0.4975124378109455,43.3864,-95.1483
2013-09-29,"Scott County, Iowa, United States",0.3751079422984581,41.6334,-90.6335
2013-09-29,"Freeport, Iowa, United States",2.54237288135593,43.3022,-91.7435
2013-09-29,"Hawkeye, Iowa, United States",0.5952380952380967,42.9386,-91.9502
2013-09-29,"Sycamore Mall, Iowa, United States",1.73913043478261,41.2364,-91.5646
2013-09-29,"Linn County, Iowa, United States",4.73537604456824,42.0667,-91.6002
